"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"74","TCR","Rodrigo Sales","7","2:18.488","16:58.676","Finish","Track","6.663","6.590","28.448","17.360","30.468","31.531","0.623","11.889","1.705","3.211","136.072","101.306"
"10","TCR","Kieron O'Rourke","7","2:22.154","17:06.434","Finish","Track","6.986","6.796","29.275","17.546","30.976","32.637","0.628","12.302","1.744","3.264","134.988","99.041"
"10","GS","Kieron O'Rourke","8","2:53.850","20:00.284","Green","Pit","6.909","6.737","29.582","18.123","34.464","37.543","0.839","17.407","5.814","16.432","101.040","29.709"
"46","GS","Owen Trinkler","1","22:52.284","22:52.284","Green","Track","0.000","10.725","29.156","17.594","30.223","31.158","0.585","11.973","1.606","2.997","144.911","107.551"
"09","GS","Conor Flynn","1","23:03.297","23:03.297","Green","Track","0.000","11.298","31.590","18.497","33.209","32.899","0.578","12.962","1.680","3.086","146.666","102.814"
"80","GS","Martin Barkey","1","23:06.813","23:06.813","Green","Track","0.000","11.477","32.303","18.455","34.178","34.761","0.590","12.026","1.646","3.050","143.683","104.938"
"15","GS","Chase Briscoe","1","23:11.300","23:11.300","Green","Track","0.000","11.652","32.110","18.765","34.510","34.679","0.849","14.337","1.629","3.038","99.850","106.033"
"92","GS","Alexandre Premat","1","23:17.091","23:17.091","Green","Track","0.000","16.275","32.424","18.386","32.180","33.592","0.653","13.527","1.608","2.984","129.820","107.417"
"8","GS","Patrick Gallagher","1","23:17.543","23:17.543","Green","Track","0.000","14.885","30.029","17.800","31.894","33.602","0.625","13.173","1.627","3.021","135.636","106.163"
"33","GS","Russell Ward","1","23:18.582","23:18.582","Green","Track","0.000","15.222","31.486","18.237","31.942","34.046","0.679","13.881","1.649","3.033","124.849","104.747"
"3","GS","Kris Wilson","1","23:21.829","23:21.829","Green","Track","0.000","12.708","30.619","18.019","32.075","35.436","1.153","13.724","1.647","3.047","73.524","104.874"
"19","GS","Ari Balogh","1","23:24.989","23:24.989","Green","Track","0.000","12.794","32.207","17.961","31.656","37.082","0.817","12.823","1.665","3.064","103.761","103.740"
"99","GS","Steven Phillips","1","23:32.232","23:32.232","Green","Track","0.000","15.722","36.029","19.402","33.992","38.471","0.586","13.389","1.657","3.068","144.663","104.241"
"56","GS","Jeff Mosing","1","23:37.309","23:37.309","Green","Track","0.000","14.851","35.768","19.684","33.357","35.335","0.755","13.458","1.682","3.079","112.282","102.692"
"65","GS","Brent Mosing","1","23:39.171","23:39.171","Green","Track","0.000","14.289","36.251","19.886","33.138","34.251","0.783","14.517","1.733","3.156","108.267","99.670"
"4","GS","Ted Giovanis","1","23:39.707","23:39.707","Green","Track","0.000","13.635","36.370","19.781","33.237","34.537","0.657","13.997","1.758","3.179","129.030","98.252"
"26","GS","Jayson Clunie","1","23:42.063","23:42.063","Green","Track","23.687","12.085","30.024","17.240","30.552","31.081","0.566","12.588","1.637","2.999","149.775","105.515"
"57","GS","Bryce Ward","1","23:46.473","23:46.473","Green","Track","0.000","11.628","29.630","17.499","30.481","31.303","0.602","13.534","1.674","3.068","140.818","103.182"
"38","GS","James Cox","1","23:54.038","23:54.038","Green","Track","53.782","12.412","29.513","18.475","31.589","32.202","0.590","12.297","1.646","3.057","143.683","104.938"
"39","GS","Tyler McQuarrie","1","24:20.091","24:20.091","Green","Track","0.000","13.994","32.153","17.604","31.849","33.689","0.726","13.477","1.645","3.046","116.767","105.001"
"82","GS","James Clay","1","24:20.535","24:20.535","Green","Track","0.000","13.075","32.331","17.384","31.948","33.680","0.767","13.220","1.588","2.956","110.525","108.770"
"60","GS","Nate Stacy","1","24:25.864","24:25.864","Green","Track","29.423","13.298","36.244","18.095","31.080","33.507","0.588","12.153","1.623","3.024","144.171","106.425"
"76","GS","Paul Holton","1","24:48.179","24:48.179","Green","Track","0.000","11.168","33.284","22.261","32.316","33.554","0.578","11.933","1.612","2.984","146.666","107.151"
"7","GS","Alan Brynjolfsson","1","24:48.831","24:48.831","Green","Track","23.286","15.108","38.574","19.388","32.842","33.344","0.588","11.884","1.623","3.035","144.171","106.425"
"5","GS","Joe Robillard","1","24:51.432","24:51.432","Green","Track","27.916","11.850","31.156","18.378","32.554","32.850","0.585","13.222","1.721","3.138","144.911","100.364"
"28","GS","Spencer Pumpelly","1","25:01.460","25:01.460","Green","Track","28.325","11.802","30.323","17.521","31.386","32.260","0.660","12.294","1.612","3.013","128.444","107.151"
"59","GS","Jack Roush Jr","1","25:04.009","25:04.009","Green","Track","23.450","11.127","30.589","18.102","30.471","31.195","0.581","12.198","1.624","3.017","145.908","106.359"
"46","GS","Owen Trinkler","2","2:14.014","25:06.298","Green","Track","6.340","6.469","27.416","16.862","29.298","30.737","0.580","11.702","1.611","2.999","146.160","107.217"
"69","GS","Corey Fergus","1","25:17.405","25:17.405","Green","Track","0.000","11.935","30.342","17.495","30.340","31.280","0.576","12.153","1.612","2.992","147.175","107.151"
"09","GS","Conor Flynn","2","2:17.654","25:20.951","Green","Track","6.510","6.989","28.303","17.096","30.219","30.984","0.570","12.335","1.629","3.019","148.724","106.033"
"80","GS","Martin Barkey","2","2:14.276","25:21.089","Green","Track","6.400","6.544","27.347","16.824","29.467","30.673","0.580","11.792","1.624","3.025","146.160","106.359"
"15","GS","Chase Briscoe","2","2:14.320","25:25.620","Green","Track","6.366","6.387","27.491","16.702","29.588","30.625","0.590","11.893","1.635","3.043","143.683","105.644"
"92","GS","Alexandre Premat","2","2:13.365","25:30.456","Green","Track","6.171","6.298","27.777","16.481","29.399","30.317","0.578","11.718","1.625","3.001","146.666","106.294"
"8","GS","Patrick Gallagher","2","2:13.170","25:30.713","Green","Track","6.373","6.456","27.189","16.572","29.483","30.305","0.577","11.580","1.621","3.014","146.920","106.556"
"33","GS","Russell Ward","2","2:15.121","25:33.703","Green","Track","6.263","6.725","27.740","16.746","29.697","30.710","0.581","12.021","1.629","3.009","145.908","106.033"
"3","GS","Kris Wilson","2","2:15.068","25:36.897","Green","Track","6.346","6.682","27.516","16.893","29.787","30.674","0.581","11.912","1.644","3.033","145.908","105.065"
"19","GS","Ari Balogh","2","2:16.399","25:41.388","Green","Track","6.346","6.710","27.698","17.004","29.818","31.369","0.587","12.181","1.646","3.040","144.417","104.938"
"99","GS","Steven Phillips","2","2:17.447","25:49.679","Green","Track","6.429","7.027","28.204","17.005","30.035","31.045","0.571","12.484","1.627","3.020","148.464","106.163"
"56","GS","Jeff Mosing","2","2:15.244","25:52.553","Green","Track","6.327","6.574","27.675","16.883","29.620","30.793","0.580","12.106","1.647","3.039","146.160","104.874"
"26","GS","Jayson Clunie","2","2:15.546","25:57.609","Green","Track","6.249","6.701","27.401","17.459","29.588","30.490","0.567","12.392","1.662","3.037","149.511","103.927"
"65","GS","Brent Mosing","2","2:19.079","25:58.250","Green","Track","6.579","7.250","28.393","17.203","29.936","31.460","0.591","12.868","1.695","3.104","143.439","101.904"
"4","GS","Ted Giovanis","2","2:23.185","26:02.892","Green","Track","6.491","7.222","28.858","19.180","30.890","32.338","0.588","12.799","1.704","3.115","144.171","101.366"
