"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SPS"
"73","GTD","Joerg Bergmeister","31","2:09.114","1:09:23.221","Green","Track","5.513","10.408","20.870","0.505","23.565","29.379","21.505","12.394","4.975","162.804"
"15","GTD","Jack Hawksworth","31","2:09.279","1:09:23.719","Green","Track","5.533","10.395","20.919","0.507","23.693","29.275","21.515","12.441","5.001","162.162"
"57","GTD","Lawson Aschenbach","31","2:09.287","1:09:24.226","Green","Track","5.535","10.411","21.060","0.508","23.466","29.550","21.308","12.421","5.028","161.842"
"16","GTD","Corey Lewis","31","2:08.287","1:09:29.063","Green","Track","5.528","10.443","20.737","0.505","23.123","29.253","21.331","12.381","4.986","162.804"
"90","P","Marc Goossens","33","1:58.106","1:09:30.764","Green","Track","4.999","9.531","19.254","0.464","21.770","26.392","19.409","11.774","4.513","177.189"
"63","GTD","Alessandro Balzan","31","2:08.229","1:09:31.079","Green","Track","5.535","10.247","20.761","0.510","23.185","29.331","21.384","12.311","4.965","161.208"
"66","GTLM","Joey Hand","32","2:05.396","1:09:31.110","Green","Track","5.391","10.031","20.351","0.497","22.347","28.360","21.330","12.236","4.853","165.424"
"33","GTD","Jeroen Bleekemolen","31","2:08.592","1:09:33.560","Green","Track","5.601","10.233","20.786","0.513","23.451","29.295","21.394","12.316","5.003","160.265"
"24","GTLM","John Edwards","32","2:04.572","1:09:35.030","Green","Track","5.460","9.953","20.365","0.501","22.763","28.287","20.574","11.829","4.840","164.104"
"912","GTLM","Laurens Vanthoor","32","2:04.923","1:09:35.714","Green","Track","5.402","10.104","20.394","0.502","22.714","28.339","20.702","11.923","4.843","163.777"
"67","GTLM","Richard Westbrook","32","2:04.165","1:09:36.923","Green","Track","5.354","9.935","20.233","0.491","22.483","28.281","20.647","11.902","4.839","167.446"
"14","GTD","Sage Karam","31","2:09.390","1:09:40.504","Green","Track","5.487","10.535","21.079","0.514","23.597","29.349","21.409","12.421","4.999","159.953"
"911","GTLM","Dirk Werner","32","2:05.192","1:09:44.598","Green","Track","5.417","9.937","20.365","0.499","23.064","28.413","20.638","11.973","4.886","164.761"
"28","GTD","Daniel Morad","31","2:09.373","1:09:50.352","Green","Track","5.496","10.398","20.997","0.508","23.128","29.803","21.509","12.542","4.992","161.842"
"3","GTLM","Antonio Garcia","32","2:06.270","1:09:52.851","Green","Track","5.424","10.254","20.757","0.500","22.722","28.723","21.056","11.974","4.860","164.432"
"26","PC","Gustavo Yacaman","32","2:02.396","1:09:53.834","Green","Track","5.401","9.762","19.989","0.498","22.317","27.796","20.216","11.683","4.734","165.092"
"48","GTD","Bryan Sellers","31","2:07.993","1:10:01.884","Green","Track","5.593","10.237","20.860","0.513","22.871","29.117","21.461","12.324","5.017","160.265"
"25","GTLM","Bill Auberlen","32","2:26.310","1:10:05.173","Green","Pit","5.441","9.886","20.307","0.502","23.668","31.089","22.358","15.075","17.984","163.777"
"93","GTD","Katherine Legge","18","2:08.723","1:10:07.488","Green","Track","5.600","10.342","20.819","0.511","23.313","29.347","21.383","12.375","5.033","160.892"
"50","GTD","Gunnar Jeannette","31","2:09.620","1:10:11.514","Green","Track","5.522","10.480","21.024","0.507","23.183","29.603","21.865","12.452","4.984","162.162"
"38","PC","James French","33","1:59.598","1:10:12.310","Green","Track","5.294","9.526","19.544","0.489","21.972","26.941","19.809","11.379","4.644","168.131"
"4","GTLM","Tommy Milner","32","2:04.521","1:10:17.516","Green","Track","5.468","10.002","20.327","0.503","22.442","28.262","20.675","11.917","4.925","163.451"
"5","P","Joao Barbosa","33","1:55.438","1:10:25.434","Green","Track","5.076","9.085","19.006","0.468","21.080","26.040","19.138","11.042","4.503","175.675"
"10","P","Ricky Taylor","34","1:56.416","1:10:35.947","Green","Track","5.005","9.549","19.398","0.468","21.206","26.137","19.132","11.045","4.476","175.675"
"31","P","Eric Curran","34","1:56.989","1:10:41.132","Green","Track","5.046","9.241","19.049","0.465","21.222","26.789","19.642","11.051","4.484","176.808"
"2","P","Scott Sharp","34","1:57.087","1:10:42.619","Green","Track","4.983","9.231","18.844","0.462","21.262","26.513","20.151","11.226","4.415","177.957"
"20","PC","Don Yount","22","2:05.465","1:10:44.071","Green","Track","5.329","10.088","20.504","0.491","22.684","28.226","21.457","11.953","4.733","167.446"
"75","GTD","Tristan Vautier","28","2:10.228","1:10:47.730","Green","Track","5.660","10.351","20.979","0.522","23.601","30.413","21.451","12.196","5.055","157.502"
"22","P","Johannes van Overbeek","34","1:56.906","1:10:48.033","Green","Track","5.094","9.335","19.201","0.466","21.610","26.259","19.266","11.253","4.422","176.429"
"85","P","Stephen Simpson","34","1:54.360","1:10:52.343","Green","Track","4.988","9.131","18.952","0.462","21.241","25.496","18.775","10.901","4.414","177.957"
"52","P","Jose Gutierrez","34","1:56.229","1:10:55.962","Green","Track","5.015","9.170","19.120","0.466","21.584","26.178","19.126","11.113","4.457","176.429"
"54","GTD","Colin Braun","31","2:08.705","1:11:03.284","Green","Track","5.541","10.380","20.907","0.510","23.086","29.608","21.405","12.286","4.982","161.208"
"96","GTD","Jens Klingmann","32","2:08.418","1:11:16.793","Green","Track","5.673","10.370","20.970","0.521","23.114","29.170","21.326","12.202","5.072","157.804"
"90","P","Marc Goossens","34","1:59.857","1:11:30.621","Green","Track","5.037","9.329","19.372","0.467","21.567","27.493","20.436","11.628","4.528","176.051"
"86","GTD","Jeff Segal","32","2:09.028","1:11:31.746","Green","Track","5.605","10.414","21.040","0.509","23.351","29.323","21.345","12.447","4.994","161.524"
"73","GTD","Joerg Bergmeister","32","2:09.103","1:11:32.324","Green","Track","5.507","10.376","20.836","0.504","23.698","29.415","21.478","12.338","4.951","163.127"
"15","GTD","Jack Hawksworth","32","2:09.186","1:11:32.905","Green","Track","5.530","10.348","20.868","0.508","23.495","29.459","21.550","12.466","4.962","161.842"
"57","GTD","Lawson Aschenbach","32","2:09.727","1:11:33.953","Green","Track","5.548","10.378","20.989","0.509","23.324","29.801","21.883","12.281","5.014","161.524"
"66","GTLM","Joey Hand","33","2:06.564","1:11:37.674","Green","Track","5.412","10.222","20.324","0.505","22.501","29.708","21.140","11.896","4.856","162.804"
"16","GTD","Corey Lewis","32","2:09.862","1:11:38.925","Green","Track","5.518","10.402","21.303","0.505","23.129","29.664","21.842","12.523","4.976","162.804"
"63","GTD","Alessandro Balzan","32","2:08.932","1:11:40.011","Green","Track","5.523","10.790","20.940","0.508","23.197","29.420","21.348","12.252","4.954","161.842"
"24","GTLM","John Edwards","33","2:05.992","1:11:41.022","Green","Track","5.416","10.021","20.374","0.500","22.707","29.333","20.956","11.845","4.840","164.432"
"912","GTLM","Laurens Vanthoor","33","2:06.404","1:11:42.118","Green","Track","5.389","10.031","20.324","0.496","22.430","29.208","21.695","11.967","4.864","165.758"
"67","GTLM","Richard Westbrook","33","2:06.285","1:11:43.208","Green","Track","5.357","9.901","20.466","0.492","22.637","28.470","21.819","12.286","4.857","167.106"
"33","GTD","Jeroen Bleekemolen","32","2:10.330","1:11:43.890","Green","Track","5.572","10.263","20.901","0.512","23.024","29.402","22.754","12.895","5.007","160.578"
"911","GTLM","Dirk Werner","33","2:04.749","1:11:49.347","Green","Track","5.457","9.896","20.404","0.501","22.618","28.148","20.616","12.210","4.899","164.104"
"14","GTD","Sage Karam","32","2:08.915","1:11:49.419","Green","Track","5.540","10.320","20.861","0.508","23.376","29.432","21.385","12.471","5.022","161.842"
"26","PC","Gustavo Yacaman","33","2:05.641","1:11:59.475","Green","Track","5.365","9.992","19.992","0.491","22.946","28.985","20.934","12.157","4.779","167.446"
"28","GTD","Daniel Morad","32","2:09.355","1:11:59.707","Green","Track","5.521","10.421","20.973","0.506","23.244","29.710","21.557","12.472","4.951","162.482"
"3","GTLM","Antonio Garcia","33","2:07.148","1:11:59.999","Green","Track","5.412","10.134","20.557","0.497","22.897","28.956","21.513","12.332","4.850","165.424"
"48","GTD","Bryan Sellers","32","2:08.741","1:12:10.625","Green","Track","5.596","10.281","20.940","0.514","22.960","29.450","21.534","12.457","5.009","159.953"
"38","PC","James French","34","2:01.993","1:12:14.303","Green","Track","5.251","9.921","19.949","0.489","22.152","27.841","20.257","11.471","4.662","168.131"
"93","GTD","Katherine Legge","19","2:10.359","1:12:17.847","Green","Track","5.606","10.492","20.956","0.512","23.490","30.131","21.787","12.387","4.998","160.578"
"50","GTD","Gunnar Jeannette","32","2:09.724","1:12:21.238","Green","Track","5.530","10.469","21.068","0.505","23.416","29.717","21.628","12.424","4.967","162.804"
"4","GTLM","Tommy Milner","33","2:04.728","1:12:22.244","Green","Track","5.487","9.946","20.363","0.505","22.503","28.299","20.745","11.981","4.899","162.804"
"5","P","Joao Barbosa","34","1:58.254","1:12:23.688","Green","Track","5.068","9.183","19.066","0.467","22.928","26.438","19.535","11.084","4.485","176.051"
"10","P","Ricky Taylor","35","1:55.394","1:12:31.341","Green","Track","5.036","9.065","18.887","0.466","21.122","26.170","19.169","11.008","4.471","176.429"
"31","P","Eric Curran","35","1:56.361","1:12:37.493","Green","Track","5.040","9.324","18.975","0.466","21.284","26.409","19.219","11.159","4.485","176.429"
"2","P","Scott Sharp","35","1:55.582","1:12:38.201","Green","Track","4.976","9.330","18.894","0.462","21.195","25.943","19.228","11.155","4.399","177.957"
"22","P","Johannes van Overbeek","35","1:57.506","1:12:45.539","Green","Track","4.992","9.340","19.077","0.463","21.521","26.862","19.556","11.252","4.443","177.572"
"85","P","Stephen Simpson","35","1:55.280","1:12:47.623","Green","Track","4.951","9.084","18.739","0.458","21.709","25.461","18.849","11.599","4.430","179.511"
"20","PC","Don Yount","23","2:03.805","1:12:47.876","Green","Track","5.352","10.029","20.198","0.495","22.253","27.828","20.978","11.945","4.727","166.093"
"52","P","Jose Gutierrez","35","1:55.840","1:12:51.802","Green","Track","5.009","9.112","19.006","0.464","21.187","26.296","19.212","11.102","4.452","177.189"
"75","GTD","Tristan Vautier","29","2:09.259","1:12:56.989","Green","Track","5.639","10.294","20.901","0.517","23.504","29.548","21.469","12.318","5.069","159.025"
"54","GTD","Colin Braun","32","2:08.544","1:13:11.828","Green","Track","5.530","10.300","20.855","0.509","23.093","29.485","21.316","12.459","4.997","161.524"
"96","GTD","Jens Klingmann","33","2:08.845","1:13:25.638","Green","Track","5.668","10.317","20.969","0.520","23.167","29.307","21.483","12.323","5.091","158.108"
"90","P","Marc Goossens","35","1:56.297","1:13:26.918","Green","Track","5.070","9.192","19.056","0.468","21.350","26.216","19.265","11.186","4.494","175.675"
"73","GTD","Joerg Bergmeister","33","2:08.787","1:13:41.111","Green","Track","5.481","10.406","20.871","0.505","23.145","29.581","21.325","12.462","5.011","162.804"
"15","GTD","Jack Hawksworth","33","2:08.894","1:13:41.799","Green","Track","5.519","10.377","20.860","0.507","23.257","29.548","21.423","12.404","4.999","162.162"
"66","GTLM","Joey Hand","34","2:04.538","1:13:42.212","Green","Track","5.400","9.977","20.352","0.500","22.205","28.388","20.866","12.005","4.845","164.432"
"57","GTD","Lawson Aschenbach","33","2:08.626","1:13:42.579","Green","Track","5.540","10.380","20.882","0.509","23.141","29.319","21.304","12.421","5.130","161.524"
"86","GTD","Jeff Segal","33","2:13.929","1:13:45.675","Green","Track","5.571","10.335","20.970","0.510","23.170","29.344","21.360","13.927","8.742","161.208"
"24","GTLM","John Edwards","34","2:05.759","1:13:46.781","Green","Track","5.401","10.078","20.224","0.494","22.491","29.371","20.937","11.904","4.859","166.429"
"16","GTD","Corey Lewis","33","2:09.670","1:13:48.595","Green","Track","5.493","10.464","20.886","0.505","23.147","30.104","21.656","12.438","4.977","162.804"
"63","GTD","Alessandro Balzan","33","2:09.015","1:13:49.026","Green","Track","5.499","10.319","20.884","0.545","23.565","29.551","21.519","12.206","4.927","150.855"
"67","GTLM","Richard Westbrook","34","2:06.034","1:13:49.242","Green","Track","5.371","10.013","20.396","0.492","22.623","28.621","21.375","12.193","4.950","167.106"
"912","GTLM","Laurens Vanthoor","34","2:08.011","1:13:50.129","Green","Track","5.406","10.099","20.311","0.496","0.000","0.000","20.833","12.038","4.854","165.758"
"33","GTD","Jeroen Bleekemolen","33","2:08.932","1:13:52.822","Green","Track","5.554","10.277","20.849","0.510","23.289","29.668","21.431","12.326","5.028","161.208"
"911","GTLM","Dirk Werner","34","2:04.141","1:13:53.488","Green","Track","5.470","9.939","20.341","0.500","22.322","28.200","20.579","11.911","4.879","164.432"
"14","GTD","Sage Karam","33","2:09.307","1:13:58.726","Green","Track","5.557","10.504","21.005","0.508","23.425","29.375","21.250","12.667","5.016","161.842"
"26","PC","Gustavo Yacaman","34","2:03.431","1:14:02.906","Green","Track","5.423","9.930","20.034","0.497","23.197","27.571","20.236","11.790","4.753","165.424"
"3","GTLM","Antonio Garcia","34","2:07.169","1:14:07.168","Green","Track","5.378","10.664","20.806","0.499","22.834","29.033","21.157","11.939","4.859","164.761"
"28","GTD","Daniel Morad","33","2:10.155","1:14:09.862","Green","Track","5.460","11.179","21.003","0.503","23.538","29.857","21.333","12.320","4.962","163.451"
"38","PC","James French","35","2:02.477","1:14:16.780","Green","Track","5.290","9.536","19.681","0.489","22.290","28.552","20.570","11.411","4.658","168.131"
"48","GTD","Bryan Sellers","33","2:09.010","1:14:19.635","Green","Track","5.593","10.369","20.895","0.513","23.063","29.759","21.442","12.362","5.014","160.265"
"5","P","Joao Barbosa","35","1:58.905","1:14:22.593","Green","Track","5.025","9.312","19.405","0.467","21.551","27.843","19.613","11.189","4.500","176.051"
"93","GTD","Katherine Legge","20","2:09.059","1:14:26.906","Green","Track","5.599","10.244","20.883","0.515","23.348","29.663","21.472","12.330","5.005","159.643"
"10","P","Ricky Taylor","36","1:55.683","1:14:27.024","Green","Track","5.028","9.039","18.831","0.465","20.984","26.409","19.343","11.115","4.469","176.808"
"4","GTLM","Tommy Milner","34","2:05.206","1:14:27.450","Green","Track","5.455","9.996","20.475","0.503","22.535","28.423","20.962","11.962","4.895","163.451"
"50","GTD","Gunnar Jeannette","33","2:09.861","1:14:31.099","Green","Track","5.517","10.433","21.089","0.523","23.526","29.748","21.635","12.426","4.964","157.201"
"31","P","Eric Curran","36","1:55.808","1:14:33.301","Green","Track","5.040","9.296","18.950","0.467","21.154","26.171","19.130","11.136","4.464","176.051"
"2","P","Scott Sharp","36","1:55.821","1:14:34.022","Green","Track","4.974","9.209","18.855","0.461","21.155","26.170","19.253","11.354","4.390","178.343"
"22","P","Johannes van Overbeek","36","1:56.261","1:14:41.800","Green","Track","5.028","9.358","19.191","0.465","21.361","26.134","19.092","11.200","4.432","176.808"
"85","P","Stephen Simpson","36","1:55.238","1:14:42.861","Green","Track","4.970","9.208","18.855","0.459","21.480","25.678","19.025","11.140","4.423","179.120"
"52","P","Jose Gutierrez","36","2:00.701","1:14:52.503","Green","Track","5.012","9.323","18.967","0.464","21.566","28.227","21.264","11.407","4.471","177.189"
"20","PC","Don Yount","24","2:06.039","1:14:53.915","Green","Track","5.368","10.012","20.284","0.499","22.671","28.450","22.135","11.895","4.725","164.761"
"25","GTLM","Bill Auberlen","33","4:49.601","1:14:54.774","Green","Track","157.698","15.704","21.940","0.547","24.179","29.763","22.709","12.176","4.885","150.303"
"75","GTD","Tristan Vautier","30","2:08.123","1:15:05.112","Green","Track","5.649","10.262","20.857","0.519","22.983","29.204","21.401","12.201","5.047","158.412"
"54","GTD","Colin Braun","33","2:08.371","1:15:20.199","Green","Track","5.547","10.321","20.824","0.509","22.987","29.477","21.280","12.437","4.989","161.524"
"90","P","Marc Goossens","36","1:56.916","1:15:23.834","Green","Track","5.023","9.774","19.333","0.468","21.381","26.186","19.126","11.136","4.489","175.675"
"96","GTD","Jens Klingmann","34","2:09.099","1:15:34.737","Green","Track","5.687","10.381","21.074","0.519","23.268","29.320","21.478","12.314","5.058","158.412"
"66","GTLM","Joey Hand","35","2:05.578","1:15:47.790","Green","Track","5.364","10.214","20.488","0.498","22.763","28.786","20.703","11.888","4.874","165.092"
"73","GTD","Joerg Bergmeister","34","2:08.776","1:15:49.887","Green","Track","5.540","10.301","20.706","0.508","23.150","30.041","21.309","12.264","4.957","161.842"
"15","GTD","Jack Hawksworth","34","2:09.058","1:15:50.857","Green","Track","5.535","10.371","21.248","0.508","23.240","29.393","21.447","12.340","4.976","161.842"
"24","GTLM","John Edwards","35","2:04.647","1:15:51.428","Green","Track","5.445","10.019","20.294","0.503","22.385","28.197","20.728","12.209","4.867","163.451"
"57","GTD","Lawson Aschenbach","34","2:08.999","1:15:51.578","Green","Track","5.583","10.463","20.843","0.506","23.249","29.590","21.375","12.373","5.017","162.482"
"67","GTLM","Richard Westbrook","35","2:05.158","1:15:54.400","Green","Track","5.524","10.218","20.502","0.494","22.755","28.270","20.688","11.864","4.843","166.429"
"16","GTD","Corey Lewis","34","2:09.423","1:15:58.018","Green","Track","5.488","10.438","20.931","0.507","23.795","29.486","21.456","12.389","4.933","162.162"
"912","GTLM","Laurens Vanthoor","35","2:07.880","1:15:58.009","Green","Track","5.399","10.149","20.403","0.495","23.304","29.621","21.467","12.196","4.846","166.093"
"911","GTLM","Dirk Werner","35","2:05.418","1:15:58.906","Green","Track","5.419","10.098","20.889","0.501","22.377","28.238","20.890","12.152","4.854","164.104"
"63","GTD","Alessandro Balzan","34","2:09.965","1:15:58.991","Green","Track","5.470","10.372","21.287","0.513","23.870","29.720","21.424","12.322","4.987","160.265"
"33","GTD","Jeroen Bleekemolen","34","2:09.760","1:16:02.582","Green","Track","5.606","10.419","21.648","0.512","23.296","29.466","21.398","12.401","5.014","160.578"
"26","PC","Gustavo Yacaman","35","2:03.434","1:16:06.340","Green","Track","5.400","9.841","20.062","0.497","22.433","28.000","20.585","11.874","4.742","165.424"
"14","GTD","Sage Karam","34","2:09.391","1:16:08.117","Green","Track","5.544","10.462","20.867","0.509","23.366","29.331","21.802","12.519","4.991","161.524"
"38","PC","James French","36","2:02.212","1:16:18.992","Green","Track","5.285","9.629","19.747","0.489","22.142","27.326","20.813","12.073","4.708","168.131"
"5","P","Joao Barbosa","36","1:56.635","1:16:19.228","Green","Track","5.049","9.305","19.114","0.468","21.383","26.214","19.305","11.297","4.500","175.675"
"28","GTD","Daniel Morad","34","2:09.630","1:16:19.492","Green","Track","5.493","10.387","21.025","0.507","23.260","29.716","21.690","12.587","4.965","162.162"
"10","P","Ricky Taylor","37","1:56.271","1:16:23.295","Green","Track","5.015","9.227","18.937","0.466","21.151","26.852","19.239","10.928","4.456","176.429"
"48","GTD","Bryan Sellers","34","2:08.769","1:16:28.404","Green","Track","5.578","10.256","20.901","0.514","23.046","29.399","21.730","12.332","5.013","159.953"
"3","GTLM","Antonio Garcia","35","2:22.635","1:16:29.803","Green","Pit","5.410","10.247","20.776","0.503","22.953","29.037","21.238","14.145","18.326","163.451"
"31","P","Eric Curran","37","1:57.530","1:16:30.831","Green","Track","5.003","9.373","19.315","0.465","21.609","26.680","19.416","11.195","4.474","176.808"
"4","GTLM","Tommy Milner","35","2:05.716","1:16:33.166","Green","Track","5.440","10.206","20.837","0.508","22.546","28.492","20.890","11.898","4.899","161.842"
"93","GTD","Katherine Legge","21","2:11.178","1:16:38.084","Green","Track","5.591","10.481","21.444","0.517","23.548","30.246","21.849","12.486","5.016","159.025"
"85","P","Stephen Simpson","37","1:57.461","1:16:40.322","Green","Track","4.954","9.285","18.885","0.459","21.939","26.084","19.280","12.110","4.465","179.120"
"22","P","Johannes van Overbeek","37","1:58.854","1:16:40.654","Green","Track","5.012","9.341","19.036","0.464","21.550","26.358","20.097","12.532","4.464","177.189"
"50","GTD","Gunnar Jeannette","34","2:10.076","1:16:41.175","Green","Track","5.502","10.446","20.933","0.503","23.453","29.803","21.801","12.648","4.987","163.451"
"2","P","Scott Sharp","37","2:16.836","1:16:50.858","Green","Pit","4.949","9.398","18.960","0.459","21.700","27.442","19.961","15.594","18.373","179.120"
"20","PC","Don Yount","25","2:04.037","1:16:57.952","Green","Track","5.348","9.981","20.105","0.496","22.682","28.157","20.622","11.925","4.721","165.758"
"25","GTLM","Bill Auberlen","34","2:06.518","1:17:01.292","Green","Track","5.477","10.229","20.674","0.509","23.027","28.811","20.938","11.968","4.885","161.524"
"52","P","Jose Gutierrez","37","2:13.265","1:17:05.768","Green","Pit","5.039","9.338","19.035","0.467","21.791","26.039","19.469","13.485","18.602","176.051"
"86","GTD","Jeff Segal","34","3:26.769","1:17:12.444","Green","Pit","11.488","18.948","59.515","2.214","0.000","0.000","0.000","0.000","0.000","37.135"
"75","GTD","Tristan Vautier","31","2:08.404","1:17:13.516","Green","Track","5.637","10.169","21.075","0.521","23.151","29.127","21.462","12.216","5.046","157.804"
"90","P","Marc Goossens","37","1:56.032","1:17:19.866","Green","Track","5.030","9.171","19.089","0.466","21.498","26.126","19.135","11.048","4.469","176.429"
"54","GTD","Colin Braun","34","2:09.689","1:17:29.888","Green","Track","5.536","10.338","20.892","0.511","23.525","29.938","21.496","12.465","4.988","160.892"
"96","GTD","Jens Klingmann","35","2:08.966","1:17:43.703","Green","Track","5.662","10.362","20.978","0.521","23.234","29.403","21.488","12.257","5.061","157.804"
"66","GTLM","Joey Hand","36","2:04.484","1:17:52.274","Green","Track","5.420","10.004","20.487","0.504","22.328","28.285","20.767","11.839","4.850","163.127"
"24","GTLM","John Edwards","36","2:06.466","1:17:57.894","Green","Track","5.419","10.116","20.838","0.503","22.573","28.887","21.200","12.062","4.868","163.451"
"73","GTD","Joerg Bergmeister","35","2:08.345","1:17:58.232","Green","Track","5.492","10.295","20.840","0.508","23.131","29.333","21.312","12.501","4.933","161.842"
"15","GTD","Jack Hawksworth","35","2:09.157","1:18:00.014","Green","Track","5.504","10.374","21.204","0.511","23.516","29.329","21.404","12.340","4.975","160.892"
"57","GTD","Lawson Aschenbach","35","2:09.288","1:18:00.866","Green","Track","5.501","10.576","20.955","0.507","23.402","29.545","21.448","12.362","4.992","162.162"
"67","GTLM","Richard Westbrook","36","2:06.484","1:18:00.884","Green","Track","5.370","9.932","20.435","0.494","22.588","29.028","21.496","12.273","4.868","166.429"
"912","GTLM","Laurens Vanthoor","36","2:05.122","1:18:03.131","Green","Track","5.457","10.323","20.630","0.501","22.457","28.347","20.667","11.877","4.863","164.104"
"911","GTLM","Dirk Werner","36","2:04.959","1:18:03.865","Green","Track","5.393","10.144","20.527","0.499","22.580","28.376","20.659","11.909","4.872","164.761"
"16","GTD","Corey Lewis","35","2:10.011","1:18:08.029","Green","Track","5.513","10.863","21.266","0.504","23.431","29.650","21.364","12.431","4.989","163.127"
"63","GTD","Alessandro Balzan","35","2:09.367","1:18:08.358","Green","Track","5.501","10.585","20.942","0.506","23.592","29.574","21.424","12.307","4.936","162.482"
"26","PC","Gustavo Yacaman","36","2:03.252","1:18:09.592","Green","Track","5.376","9.830","20.064","0.499","22.479","27.963","20.601","11.717","4.723","164.761"
"33","GTD","Jeroen Bleekemolen","35","2:08.721","1:18:11.303","Green","Track","5.577","10.282","20.891","0.514","23.093","29.413","21.583","12.359","5.009","159.953"
"5","P","Joao Barbosa","37","1:56.995","1:18:16.223","Green","Track","5.052","9.439","19.102","0.467","21.233","26.194","19.499","11.480","4.529","176.051"
"14","GTD","Sage Karam","35","2:09.426","1:18:17.543","Green","Track","5.531","10.331","21.173","0.512","23.485","29.470","21.382","12.560","4.982","160.578"
"10","P","Ricky Taylor","38","1:56.326","1:18:19.621","Green","Track","5.012","9.146","18.966","0.465","21.283","26.300","19.427","11.248","4.479","176.808"
"38","PC","James French","37","2:01.181","1:18:20.173","Green","Track","5.328","9.876","19.802","0.490","22.154","27.094","19.960","11.847","4.630","167.788"
"31","P","Eric Curran","38","1:57.357","1:18:28.188","Green","Track","5.018","9.393","19.196","0.468","21.446","26.597","19.497","11.261","4.481","175.675"
"28","GTD","Daniel Morad","35","2:09.206","1:18:28.698","Green","Track","5.492","10.434","21.075","0.509","23.318","29.550","21.423","12.445","4.960","161.524"
"48","GTD","Bryan Sellers","35","2:09.045","1:18:37.449","Green","Track","5.589","10.354","21.047","0.513","23.184","29.447","21.485","12.408","5.018","160.265"
"4","GTLM","Tommy Milner","36","2:05.356","1:18:38.522","Green","Track","5.472","10.001","20.421","0.506","22.537","28.424","20.862","12.244","4.889","162.482"
"93","GTD","Katherine Legge","22","2:10.352","1:18:48.436","Green","Track","5.591","10.348","21.762","0.515","23.478","29.688","21.578","12.381","5.011","159.643"
"50","GTD","Gunnar Jeannette","35","2:10.068","1:18:51.243","Green","Track","5.496","10.651","21.164","0.508","23.403","29.851","21.672","12.360","4.963","161.842"
"85","P","Stephen Simpson","38","2:12.644","1:18:52.966","Green","Pit","4.964","9.315","19.388","0.462","21.362","25.831","19.904","13.056","18.362","177.957"
"22","P","Johannes van Overbeek","38","2:13.835","1:18:54.489","Green","Pit","4.970","9.546","19.439","0.465","21.574","26.531","19.340","13.498","18.472","176.808"
"20","PC","Don Yount","26","2:03.791","1:19:01.743","Green","Track","5.354","10.098","20.157","0.496","22.390","27.889","20.884","11.825","4.698","165.758"
"25","GTLM","Bill Auberlen","35","2:04.425","1:19:05.717","Green","Track","5.474","10.077","20.376","0.506","22.401","28.235","20.643","11.841","4.872","162.482"
"90","P","Marc Goossens","38","1:57.380","1:19:17.246","Green","Track","5.017","9.147","19.065","0.467","21.912","26.767","19.431","11.081","4.493","176.051"
"75","GTD","Tristan Vautier","32","2:08.334","1:19:21.850","Green","Track","5.633","10.256","20.918","0.519","23.076","29.372","21.293","12.217","5.050","158.412"
"3","GTLM","Antonio Garcia","36","3:06.347","1:19:36.150","Green","Track","58.130","15.248","21.687","0.511","23.558","29.286","21.100","11.919","4.908","160.892"
"54","GTD","Colin Braun","35","2:08.738","1:19:38.626","Green","Track","5.528","10.342","20.827","0.507","23.219","29.632","21.328","12.389","4.966","162.162"
"2","P","Ryan Dalziel","38","2:53.196","1:19:44.054","Green","Track","56.550","13.685","19.711","0.467","21.750","26.277","19.195","11.081","4.480","176.051"
"96","GTD","Jens Klingmann","36","2:09.081","1:19:52.784","Green","Track","5.659","10.294","20.990","0.520","23.508","29.338","21.434","12.273","5.065","158.108"
"66","GTLM","Joey Hand","37","2:03.981","1:19:56.255","Green","Track","5.398","10.017","20.275","0.502","22.347","28.162","20.649","11.787","4.844","163.777"
"24","GTLM","John Edwards","37","2:04.693","1:20:02.587","Green","Track","5.453","10.034","20.394","0.505","22.389","28.443","20.758","11.876","4.841","162.804"
"52","P","Olivier Pla","38","3:00.661","1:20:06.429","Green","Track","57.574","15.038","20.666","0.478","22.628","27.406","20.380","11.982","4.509","172.000"
"67","GTLM","Richard Westbrook","37","2:05.907","1:20:06.791","Green","Track","5.399","10.106","20.368","0.491","22.770","28.518","21.260","12.118","4.877","167.446"
"73","GTD","Joerg Bergmeister","36","2:09.020","1:20:07.252","Green","Track","5.463","10.573","20.876","0.506","23.155","29.407","21.397","12.703","4.940","162.482"
"15","GTD","Jack Hawksworth","36","2:09.010","1:20:09.024","Green","Track","5.502","10.334","20.879","0.509","23.598","29.447","21.339","12.442","4.960","161.524"
"912","GTLM","Laurens Vanthoor","37","2:06.283","1:20:09.414","Green","Track","5.415","10.054","20.860","0.494","22.784","28.899","21.009","11.934","4.834","166.429"
"911","GTLM","Dirk Werner","37","2:06.764","1:20:10.629","Green","Track","5.410","9.938","20.525","0.490","22.896","28.819","21.673","12.159","4.854","167.788"
"57","GTD","Lawson Aschenbach","36","2:09.913","1:20:10.779","Green","Track","5.546","10.641","20.914","0.509","23.304","29.647","21.917","12.428","5.007","161.524"
"26","PC","Gustavo Yacaman","37","2:02.318","1:20:11.910","Green","Track","5.360","9.890","20.202","0.495","22.352","27.493","20.132","11.672","4.722","166.093"
