"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","SPS"
"10","P","Ricky Taylor","1","1:58.192","1:58.192","Green","Track","5.487","9.861","19.314","0.470","21.673","26.455","19.345","11.083","4.503","174.927"
"52","P","Jose Gutierrez","1","2:00.148","2:00.148","Green","Track","5.503","9.911","19.744","0.468","22.335","26.572","19.512","11.386","4.499","175.675"
"2","P","Scott Sharp","1","2:00.992","2:00.992","Green","Track","5.408","10.153","19.561","0.468","22.711","26.916","19.734","11.363","4.487","175.675"
"22","P","Johannes van Overbeek","1","2:01.460","2:01.460","Green","Track","5.326","10.254","19.532","0.457","22.504","27.133","19.748","11.456","4.456","179.904"
"31","P","Eric Curran","1","2:01.811","2:01.811","Green","Track","5.494","10.418","19.921","0.468","22.053","27.066","19.707","11.382","4.523","175.675"
"90","P","Marc Goossens","1","2:02.530","2:02.530","Green","Track","5.479","10.736","20.111","0.464","22.449","27.097","19.781","11.417","4.522","177.189"
"85","P","Misha Goikhberg","1","2:03.107","2:03.107","Green","Track","5.359","10.589","20.100","0.466","22.781","26.949","19.842","11.582","4.468","176.429"
"5","P","Christian Fittipaldi","1","2:03.442","2:03.442","Green","Track","5.530","10.120","20.028","0.471","22.716","27.085","19.734","11.488","4.524","174.556"
"38","PC","James French","1","2:06.617","2:06.617","Green","Track","5.576","10.392","20.520","0.485","23.330","28.142","20.530","11.739","4.709","169.517"
"20","PC","Don Yount","1","2:09.684","2:09.684","Green","Track","5.706","10.935","20.692","0.492","23.862","28.672","21.032","11.904","4.763","167.106"
"26","PC","Mark Kvamme","1","2:12.647","2:12.647","Green","Track","5.903","11.138","21.086","0.503","23.899","29.663","21.435","12.424","4.834","163.451"
"66","GTLM","Dirk Mueller","1","2:12.714","2:12.714","Green","Track","5.562","10.579","20.655","0.498","23.147","29.284","21.391","12.259","4.783","165.092"
"25","GTLM","Alexander Sims","1","2:12.904","2:12.904","Green","Track","5.500","10.688","20.790","0.495","23.069","29.117","21.440","12.111","4.807","166.093"
"912","GTLM","Gianmaria Bruni","1","2:13.458","2:13.458","Green","Track","5.451","10.847","21.186","0.497","23.171","28.536","21.448","12.214","4.884","165.424"
"911","GTLM","Patrick Pilet","1","2:13.657","2:13.657","Green","Track","5.570","10.704","21.300","0.498","23.562","28.343","21.191","12.310","4.840","165.092"
"67","GTLM","Ryan Briscoe","1","2:14.968","2:14.968","Green","Track","5.525","11.114","21.655","0.504","24.140","29.236","21.070","12.105","4.855","163.127"
"4","GTLM","Oliver Gavin","1","2:15.804","2:15.804","Green","Track","5.557","10.752","21.228","0.498","24.754","29.448","21.051","12.064","4.885","165.092"
"3","GTLM","Jan Magnussen","1","2:16.420","2:16.420","Green","Track","5.542","10.917","21.299","0.515","24.811","29.632","21.239","12.057","4.872","159.643"
"96","GTD","Jesse Krohn","1","2:17.437","2:17.437","Green","Track","5.656","10.771","21.556","0.499","23.890","29.997","21.377","12.269","4.943","164.761"
"73","GTD","Patrick Lindsey","1","2:18.651","2:18.651","Green","Track","5.598","10.878","21.454","0.500","23.969","30.532","21.570","12.504","4.968","164.432"
"16","GTD","Jeroen Mul","1","2:19.043","2:19.043","Green","Track","5.608","10.705","22.181","0.497","23.898","30.545","21.665","12.462","4.958","165.424"
"15","GTD","Scott Pruett","1","2:19.637","2:19.637","Green","Track","5.590","11.106","21.742","0.509","24.216","30.556","21.790","12.457","4.991","161.524"
"63","GTD","Christina Nielsen","1","2:20.032","2:20.032","Green","Track","5.541","10.924","21.744","0.534","24.445","30.658","21.666","12.517","4.962","153.962"
"24","GTLM","Martin Tomczyk","1","2:20.693","2:20.693","Green","Track","5.452","11.227","21.502","0.496","24.057","30.174","21.577","12.692","4.942","165.758"
"57","GTD","Andrew Davis","1","2:20.752","2:20.752","Green","Track","5.613","11.001","21.625","0.532","24.606","30.513","21.877","12.732","5.048","154.541"
"14","GTD","Robert Alon","1","2:20.971","2:20.971","Green","Track","5.633","10.993","21.556","0.540","24.686","30.565","22.178","12.501","4.950","152.252"
"86","GTD","Oswaldo Negri Jr.","1","2:21.371","2:21.371","Green","Track","5.688","11.104","21.719","0.526","24.857","30.929","21.760","12.537","4.930","156.304"
"93","GTD","Katherine Legge","1","2:21.985","2:21.985","Green","Track","5.537","11.378","21.830","0.508","24.811","30.279","21.871","12.543","4.952","161.842"
"48","GTD","Madison Snow","1","2:23.410","2:23.410","Green","Track","5.592","11.055","21.572","0.536","25.477","30.425","22.284","12.330","4.997","153.388"
"54","GTD","Jonathan Bennett","1","2:24.117","2:24.117","Green","Track","5.554","11.296","22.078","0.518","25.431","30.639","22.701","12.873","5.048","158.718"
"50","GTD","Cooper MacNeil","1","2:24.240","2:24.240","Green","Track","5.579","11.581","21.924","0.539","25.640","30.870","22.212","12.778","4.966","152.534"
"28","GTD","Michael de Quesada","1","2:24.582","2:24.582","Green","Track","5.562","11.426","22.071","0.527","25.714","30.901","21.983","12.831","4.960","156.007"
"33","GTD","Ben Keating","1","2:24.955","2:24.955","Green","Track","5.717","11.400","22.417","0.581","26.220","30.922","22.000","12.802","5.013","141.508"
"75","GTD","Kenny Habul","1","2:25.433","2:25.433","Green","Track","5.691","11.265","21.994","0.538","25.632","31.287","22.004","12.852","5.084","152.818"
"10","P","Ricky Taylor","2","1:56.830","3:55.022","Green","Track","5.061","9.277","19.015","0.476","21.476","26.368","19.455","11.195","4.507","172.722"
"52","P","Jose Gutierrez","2","1:57.364","3:57.512","Green","Track","5.052","9.340","19.188","0.468","21.819","26.242","19.385","11.377","4.493","175.675"
"2","P","Scott Sharp","2","1:57.922","3:58.914","Green","Track","5.033","9.585","19.025","0.465","21.465","26.544","19.923","11.413","4.469","176.808"
"22","P","Johannes van Overbeek","2","1:57.842","3:59.302","Green","Track","5.011","9.468","19.138","0.463","21.496","26.283","20.035","11.511","4.437","177.572"
"31","P","Eric Curran","2","1:57.854","3:59.665","Green","Track","5.068","9.472","19.263","0.467","21.457","26.410","19.639","11.551","4.527","176.051"
"90","P","Marc Goossens","2","1:57.747","4:00.277","Green","Track","5.049","9.401","19.314","0.466","21.607","26.445","19.555","11.408","4.502","176.429"
"85","P","Misha Goikhberg","2","1:57.814","4:00.921","Green","Track","4.994","9.469","19.323","0.463","21.782","26.261","19.535","11.511","4.476","177.572"
"5","P","Christian Fittipaldi","2","1:58.194","4:01.636","Green","Track","5.060","9.432","19.174","0.464","21.966","26.711","19.582","11.286","4.519","177.189"
"38","PC","James French","2","2:02.017","4:08.634","Green","Track","5.307","9.760","19.947","0.490","22.348","27.509","20.409","11.552","4.695","167.788"
"20","PC","Don Yount","2","2:04.702","4:14.386","Green","Track","5.362","10.072","20.285","0.494","23.112","28.041","20.757","11.832","4.747","166.429"
"66","GTLM","Dirk Mueller","2","2:04.684","4:17.398","Green","Track","5.288","10.185","20.429","0.496","22.570","28.192","20.675","11.953","4.896","165.758"
"25","GTLM","Alexander Sims","2","2:04.896","4:17.800","Green","Track","5.330","10.385","20.492","0.497","22.594","28.170","20.666","11.917","4.845","165.424"
"912","GTLM","Gianmaria Bruni","2","2:05.218","4:18.676","Green","Track","5.389","10.297","20.536","0.495","22.785","28.207","20.676","11.947","4.886","166.093"
"911","GTLM","Patrick Pilet","2","2:05.401","4:19.058","Green","Track","5.348","10.470","20.770","0.495","22.757","28.165","20.601","11.934","4.861","166.093"
"67","GTLM","Ryan Briscoe","2","2:05.972","4:20.940","Green","Track","5.356","10.181","20.407","0.491","23.248","28.689","20.773","11.969","4.858","167.446"
"4","GTLM","Oliver Gavin","2","2:06.820","4:22.624","Green","Track","5.395","10.183","20.545","0.499","23.207","29.028","21.018","12.026","4.919","164.761"
"3","GTLM","Jan Magnussen","2","2:07.123","4:23.543","Green","Track","5.391","10.160","20.650","0.497","22.954","29.488","21.066","12.033","4.884","165.424"
"96","GTD","Jesse Krohn","2","2:08.062","4:25.499","Green","Track","5.471","10.348","20.673","0.503","23.082","29.228","21.521","12.287","4.949","163.451"
"26","PC","Mark Kvamme","2","2:13.713","4:26.360","Green","Track","5.430","10.984","21.483","0.518","24.399","31.023","22.387","12.636","4.853","158.718"
"73","GTD","Patrick Lindsey","2","2:09.249","4:27.900","Green","Track","5.477","10.424","20.991","0.505","23.313","29.551","21.567","12.429","4.992","162.804"
"24","GTLM","Martin Tomczyk","2","2:07.730","4:28.423","Green","Track","5.569","10.207","20.365","0.497","23.512","28.998","21.065","12.537","4.980","165.424"
"16","GTD","Jeroen Mul","2","2:09.458","4:28.501","Green","Track","5.444","10.488","21.087","0.502","23.411","29.572","21.244","12.714","4.996","163.777"
"15","GTD","Scott Pruett","2","2:10.367","4:30.004","Green","Track","5.491","10.390","21.011","0.505","23.736","30.125","21.699","12.412","4.998","162.804"
"63","GTD","Christina Nielsen","2","2:10.341","4:30.373","Green","Track","5.460","10.376","21.082","0.513","23.906","30.122","21.553","12.393","4.936","160.265"
"57","GTD","Andrew Davis","2","2:09.971","4:30.723","Green","Track","5.490","10.599","20.950","0.502","23.316","30.147","21.502","12.473","4.992","163.777"
"14","GTD","Robert Alon","2","2:10.462","4:31.433","Green","Track","5.460","10.612","20.930","0.501","23.660","29.980","21.904","12.442","4.973","164.104"
"86","GTD","Oswaldo Negri Jr.","2","2:10.648","4:32.019","Green","Track","5.410","10.651","21.096","0.507","23.483","29.982","21.921","12.613","4.985","162.162"
"93","GTD","Katherine Legge","2","2:10.389","4:32.374","Green","Track","5.459","10.520","21.016","0.508","23.580","29.966","21.728","12.631","4.981","161.842"
"48","GTD","Madison Snow","2","2:09.437","4:32.847","Green","Track","5.526","10.373","20.900","0.509","23.106","29.589","21.512","12.902","5.020","161.524"
"50","GTD","Cooper MacNeil","2","2:11.866","4:36.106","Green","Track","5.434","11.026","21.103","0.503","23.858","30.260","22.120","12.539","5.023","163.451"
"54","GTD","Jonathan Bennett","2","2:12.671","4:36.788","Green","Track","5.492","10.807","21.162","0.505","23.792","30.213","22.847","12.867","4.986","162.804"
"28","GTD","Michael de Quesada","2","2:12.333","4:36.915","Green","Track","5.448","10.911","21.125","0.501","23.952","30.314","22.301","12.820","4.961","164.104"
"33","GTD","Ben Keating","2","2:12.468","4:37.423","Green","Track","5.536","10.751","21.274","0.508","23.850","30.343","22.325","12.856","5.025","161.842"
"75","GTD","Kenny Habul","2","2:12.294","4:37.727","Green","Track","5.607","10.601","21.248","0.513","23.820","30.186","22.332","12.923","5.064","160.265"
"10","P","Ricky Taylor","3","1:55.954","5:50.976","Green","Track","5.054","9.218","18.839","0.472","21.185","26.023","19.411","11.238","4.514","174.186"
"52","P","Jose Gutierrez","3","1:56.949","5:54.461","Green","Track","5.039","9.262","19.083","0.467","21.718","26.159","19.312","11.395","4.514","176.051"
"22","P","Johannes van Overbeek","3","1:56.787","5:56.089","Green","Track","4.968","9.496","19.171","0.455","21.417","26.102","19.388","11.325","4.465","180.694"
"2","P","Scott Sharp","3","1:58.242","5:57.156","Green","Track","5.024","9.669","19.157","0.463","22.281","26.344","19.428","11.410","4.466","177.572"
"31","P","Eric Curran","3","1:57.988","5:57.653","Green","Track","5.059","9.423","19.304","0.465","22.208","26.145","19.465","11.401","4.518","176.808"
"90","P","Marc Goossens","3","1:58.118","5:58.395","Green","Track","5.030","9.427","19.530","0.466","21.850","26.258","19.595","11.447","4.515","176.429"
"85","P","Misha Goikhberg","3","1:57.711","5:58.632","Green","Track","4.983","9.409","19.042","0.460","22.195","26.037","19.825","11.318","4.442","178.730"
"5","P","Christian Fittipaldi","3","1:57.670","5:59.306","Green","Track","5.059","9.230","19.003","0.465","22.080","26.589","19.500","11.234","4.510","176.808"
"38","PC","James French","3","2:01.515","6:10.149","Green","Track","5.311","9.838","19.766","0.488","22.197","27.469","20.178","11.564","4.704","168.475"
"20","PC","Don Yount","3","2:04.368","6:18.754","Green","Track","5.365","10.050","20.228","0.496","22.955","27.969","20.667","11.875","4.763","165.758"
"66","GTLM","Dirk Mueller","3","2:04.081","6:21.479","Green","Track","5.416","9.889","20.402","0.499","22.493","27.972","20.574","11.942","4.894","164.761"
"25","GTLM","Alexander Sims","3","2:04.249","6:22.049","Green","Track","5.381","9.962","20.259","0.493","22.638","28.143","20.562","11.970","4.841","166.767"
"912","GTLM","Gianmaria Bruni","3","2:04.241","6:22.917","Green","Track","5.427","9.906","20.333","0.496","22.656","28.087","20.582","11.874","4.880","165.758"
"911","GTLM","Patrick Pilet","3","2:04.254","6:23.312","Green","Track","5.398","9.890","20.304","0.495","22.724","28.105","20.545","11.934","4.859","166.093"
"67","GTLM","Ryan Briscoe","3","2:04.650","6:25.590","Green","Track","5.378","10.005","20.471","0.495","22.498","28.302","20.629","12.000","4.872","166.093"
"4","GTLM","Oliver Gavin","3","2:05.448","6:28.072","Green","Track","5.457","10.043","20.387","0.499","22.641","28.555","21.016","11.947","4.903","164.761"
"3","GTLM","Jan Magnussen","3","2:05.743","6:29.286","Green","Track","5.411","10.119","20.418","0.497","22.796","28.644","20.988","11.991","4.879","165.424"
"24","GTLM","Martin Tomczyk","3","2:05.237","6:33.660","Green","Track","5.554","10.148","20.418","0.498","22.472","28.216","21.123","11.978","4.830","165.092"
"96","GTD","Jesse Krohn","3","2:08.075","6:33.574","Green","Track","5.488","10.284","20.772","0.513","23.164","29.209","21.406","12.307","4.932","160.265"
"26","PC","Mark Kvamme","3","2:08.248","6:34.608","Green","Track","5.405","10.423","20.606","0.497","23.327","29.034","22.147","12.015","4.794","165.424"
"73","GTD","Patrick Lindsey","3","2:09.131","6:37.031","Green","Track","5.504","10.422","20.927","0.504","23.385","29.643","21.383","12.373","4.990","163.127"
"16","GTD","Jeroen Mul","3","2:09.055","6:37.556","Green","Track","5.474","10.722","20.860","0.502","23.176","29.585","21.356","12.414","4.966","163.777"
"15","GTD","Scott Pruett","3","2:09.021","6:39.025","Green","Track","5.504","10.307","20.910","0.506","23.289","29.396","21.671","12.438","5.000","162.482"
"63","GTD","Christina Nielsen","3","2:09.784","6:40.157","Green","Track","5.437","10.442","20.804","0.504","23.420","30.109","21.682","12.416","4.970","163.127"
"57","GTD","Andrew Davis","3","2:09.744","6:40.467","Green","Track","5.487","10.438","20.877","0.504","23.317","29.927","21.749","12.458","4.987","163.127"
"14","GTD","Robert Alon","3","2:09.434","6:40.867","Green","Track","5.480","10.489","20.787","0.506","23.403","29.472","21.769","12.556","4.972","162.482"
"86","GTD","Oswaldo Negri Jr.","3","2:09.236","6:41.255","Green","Track","5.504","10.485","20.910","0.507","23.301","29.501","21.516","12.527","4.985","162.162"
"93","GTD","Katherine Legge","3","2:09.392","6:41.766","Green","Track","5.497","10.576","20.887","0.506","23.396","29.692","21.358","12.505","4.975","162.482"
"48","GTD","Madison Snow","3","2:09.330","6:42.177","Green","Track","5.522","10.462","20.941","0.506","23.218","29.900","21.382","12.414","4.985","162.482"
"50","GTD","Cooper MacNeil","3","2:11.051","6:47.157","Green","Track","5.537","10.635","21.042","0.509","23.652","30.103","21.885","12.654","5.034","161.524"
"28","GTD","Michael de Quesada","3","2:10.785","6:47.700","Green","Track","5.444","10.851","20.974","0.504","23.625","30.130","21.730","12.542","4.985","163.127"
"33","GTD","Ben Keating","3","2:11.367","6:48.790","Green","Track","5.564","10.702","21.398","0.508","23.730","30.203","21.638","12.604","5.020","161.842"
"54","GTD","Jonathan Bennett","3","2:13.761","6:50.549","Green","Track","5.481","11.330","21.579","0.518","24.389","30.557","22.065","12.846","4.996","158.718"
"75","GTD","Kenny Habul","3","2:13.154","6:50.881","Green","Track","5.597","10.650","21.472","0.000","24.264","30.739","22.142","12.716","5.062","0.000"
"10","P","Ricky Taylor","4","1:56.505","7:47.481","Green","Track","5.070","9.321","18.985","0.482","21.261","26.171","19.572","11.135","4.508","170.572"
"52","P","Jose Gutierrez","4","1:56.712","7:51.173","Green","Track","5.050","9.319","18.991","0.467","21.702","26.049","19.349","11.287","4.498","176.051"
"22","P","Johannes van Overbeek","4","1:55.890","7:51.979","Green","Track","5.028","9.314","18.792","0.463","21.283","26.019","19.329","11.217","4.445","177.572"
"2","P","Scott Sharp","4","1:56.853","7:54.009","Green","Track","5.021","9.461","19.011","0.463","21.407","26.120","19.278","11.627","4.465","177.572"
"31","P","Eric Curran","4","1:57.632","7:55.285","Green","Track","5.053","9.425","19.234","0.467","21.630","26.393","19.562","11.357","4.511","176.051"
"85","P","Misha Goikhberg","4","1:57.251","7:55.883","Green","Track","4.957","9.602","19.255","0.461","21.835","25.845","19.443","11.406","4.447","178.343"
"90","P","Marc Goossens","4","1:57.474","7:55.869","Green","Track","5.038","9.428","19.115","0.468","21.464","26.245","19.558","11.636","4.522","175.675"
"5","P","Christian Fittipaldi","4","1:57.567","7:56.873","Green","Track","5.047","9.296","19.157","0.468","21.828","26.673","19.400","11.215","4.483","175.675"
"38","PC","James French","4","2:01.350","8:11.499","Green","Track","5.324","9.772","19.842","0.490","22.097","27.420","20.169","11.545","4.691","167.788"
"20","PC","Don Yount","4","2:04.494","8:23.248","Green","Track","5.386","10.109","20.020","0.494","23.061","28.093","20.741","11.841","4.749","166.429"
"66","GTLM","Dirk Mueller","4","2:03.680","8:25.159","Green","Track","5.424","9.898","20.242","0.493","22.319","27.900","20.590","11.936","4.878","166.767"
"25","GTLM","Alexander Sims","4","2:03.878","8:25.927","Green","Track","5.396","9.877","20.328","0.497","22.482","28.025","20.520","11.911","4.842","165.424"
"912","GTLM","Gianmaria Bruni","4","2:04.236","8:27.153","Green","Track","5.432","9.943","20.223","0.497","22.522","28.138","20.719","11.884","4.878","165.424"
"911","GTLM","Patrick Pilet","4","2:04.105","8:27.417","Green","Track","5.401","9.924","20.245","0.494","22.549","28.103","20.624","11.928","4.837","166.429"
"67","GTLM","Ryan Briscoe","4","2:04.239","8:29.829","Green","Track","5.389","9.934","20.259","0.493","22.361","28.306","20.645","12.004","4.848","166.767"
"4","GTLM","Oliver Gavin","4","2:05.237","8:33.309","Green","Track","5.453","9.979","20.376","0.502","22.580","28.553","20.883","12.005","4.906","163.777"
"3","GTLM","Jan Magnussen","4","2:05.181","8:34.467","Green","Track","5.424","10.028","20.431","0.498","22.560","28.549","20.881","11.938","4.872","165.092"
