"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"66","GTLM","Dirk Mueller","232","2:00.242","8:18:52.922","Green","Track","5.720","5.690","24.409","15.211","26.522","27.396","0.535","10.589","1.456","2.714","158.454","118.631"
"31","P","Eric Curran","240","1:59.364","8:18:54.267","Green","Track","5.472","5.872","24.405","15.032","26.248","27.105","0.540","10.766","1.375","2.549","156.987","125.620"
"68","GTLM","Billy Johnson","232","2:01.143","8:18:54.371","Green","Track","5.676","5.626","24.600","15.239","27.030","27.466","0.539","10.820","1.442","2.705","157.278","119.783"
"85","P","Misha Goikhberg","240","2:00.189","8:18:54.617","Green","Track","5.457","5.756","24.097","14.959","27.104","27.500","0.510","10.923","1.372","2.511","166.221","125.895"
"55","P","Jonathan Bomarito","216","2:00.376","8:18:55.246","Green","Track","5.673","6.081","24.352","15.329","26.377","27.224","0.534","10.929","1.365","2.512","158.750","126.540"
"3","GTLM","Jan Magnussen","232","2:02.099","8:18:55.952","Green","Track","5.683","5.662","24.732","15.534","27.062","27.773","0.540","10.954","1.454","2.705","156.987","118.795"
"67","GTLM","Ryan Briscoe","232","2:02.073","8:18:56.402","Green","Track","5.785","5.880","24.700","15.805","26.930","27.474","0.535","10.782","1.460","2.722","158.454","118.306"
"62","GTLM","Toni Vilander","232","2:01.887","8:18:56.756","Green","Track","5.801","6.126","25.117","15.226","26.697","27.570","0.533","10.665","1.446","2.706","159.048","119.452"
"912","GTLM","Laurens Vanthoor","229","2:01.101","8:18:57.157","Green","Track","5.626","5.774","24.924","15.287","26.677","27.414","0.534","10.709","1.453","2.703","158.750","118.876"
"33","GTD","Mario Farnbacher","225","2:03.386","8:19:03.158","Green","Track","5.743","5.916","25.189","15.397","27.221","28.246","0.543","10.935","1.467","2.729","156.119","117.742"
"63","GTD","Matteo Cressoni","225","2:03.332","8:19:04.023","Green","Track","5.713","6.168","25.239","15.302","27.128","28.259","0.544","10.784","1.463","2.732","155.832","118.064"
"48","GTD","Bryan Sellers","225","2:03.384","8:19:05.071","Green","Track","5.699","6.051","25.237","15.468","27.130","28.119","0.536","10.931","1.476","2.737","158.158","117.024"
"29","GTD","Christopher Mies","225","2:03.715","8:19:07.380","Green","Track","5.758","5.948","25.277","15.488","27.297","28.178","0.546","10.952","1.494","2.777","155.261","115.614"
"86","GTD","Jeff Segal","224","2:05.292","8:19:10.885","Green","Track","5.800","6.446","25.547","15.549","27.365","28.601","0.555","11.129","1.504","2.796","152.744","114.845"
"16","GTD","Jeroen Mul","225","2:03.763","8:19:11.740","Green","Track","5.802","5.813","25.341","15.522","27.311","28.267","0.547","10.908","1.489","2.763","154.978","116.002"
"11","GTD","Rolf Ineichen","225","2:04.153","8:19:12.592","Green","Track","5.682","6.030","25.332","15.692","27.423","28.259","0.534","10.952","1.494","2.755","158.750","115.614"
"28","GTD","Daniel Morad","223","2:04.728","8:19:14.167","Green","Track","5.776","6.019","25.556","15.701","27.454","28.344","0.539","11.090","1.487","2.762","157.278","116.158"
"54","GTD","Nic Jonsson","222","2:05.076","8:19:16.441","Green","Track","5.796","6.150","25.763","15.638","27.555","28.332","0.542","11.073","1.483","2.744","156.407","116.472"
"93","GTD","Katherine Legge","218","2:06.513","8:19:17.624","Green","Track","5.785","6.087","25.866","16.070","27.837","28.749","0.548","11.295","1.492","2.784","154.695","115.769"
"73","GTD","Joerg Bergmeister","224","2:04.668","8:19:17.911","Green","Track","5.784","5.957","25.313","15.638","27.559","28.377","0.544","11.252","1.488","2.756","155.832","116.080"
"20","PC","Mark Kvamme","202","2:07.121","8:19:21.091","Green","Track","6.025","6.147","26.093","15.755","28.336","28.436","0.533","11.475","1.525","2.796","159.048","113.264"
"46","GTD","Michele Beretta","223","2:05.088","8:19:27.718","Green","Track","5.876","5.998","25.393","15.676","27.455","28.612","0.548","11.245","1.499","2.786","154.695","115.228"
"8","PC","Sean Rayhall","234","1:59.679","8:20:10.251","Green","Track","5.619","5.757","24.658","15.152","26.436","27.054","0.534","10.419","1.411","2.639","158.750","122.415"
"10","P","Alexander Lynn","243","1:53.809","8:20:18.281","Green","Track","5.247","5.365","23.113","14.477","25.063","26.041","0.505","10.160","1.337","2.501","167.867","129.190"
"5","P","Filipe Albuquerque","243","1:54.577","8:20:20.058","Green","Track","5.221","5.146","23.897","14.366","25.799","25.595","0.500","10.213","1.343","2.497","169.545","128.613"
"75","GTD","Boris Said","225","2:05.183","8:20:19.997","Green","Track","5.786","6.016","25.437","15.680","27.611","28.700","0.550","11.127","1.498","2.778","154.132","115.305"
"57","GTD","Andrew Davis","224","2:04.140","8:20:21.199","Green","Track","5.820","5.791","25.210","15.603","27.197","28.571","0.550","11.116","1.496","2.786","154.132","115.459"
"15","GTD","Jack Hawksworth","223","2:03.426","8:20:23.845","Green","Track","5.693","5.877","25.197","15.442","27.636","28.076","0.538","10.764","1.468","2.735","157.570","117.662"
"27","GTD","Luca Persiani","225","2:04.118","8:20:27.248","Green","Track","5.805","6.105","25.525","15.531","27.339","28.008","0.538","11.003","1.496","2.768","157.570","115.459"
"23","GTD","Bill Sweedler","224","2:07.550","8:20:37.393","Green","Track","6.047","6.128","26.232","15.814","27.902","28.944","0.556","11.570","1.528","2.829","152.469","113.041"
"90","P","Rene Rast","162","1:55.769","8:20:39.561","Green","Track","5.317","5.483","23.673","14.778","25.995","25.862","0.502","10.264","1.368","2.527","168.870","126.263"
"26","PC","Colin Thompson","229","3:19.792","8:20:42.891","Green","Track","77.114","10.101","25.345","15.812","27.569","28.390","0.536","10.793","1.445","2.687","158.158","119.534"
"52","P","Michael Guasch","142","1:57.242","8:20:45.469","Green","Track","5.323","5.431","23.926","15.179","26.101","26.565","0.504","10.279","1.387","2.547","168.200","124.533"
"911","GTLM","Frederic Makowiecki","233","1:59.429","8:20:48.587","Green","Track","5.634","5.632","24.442","15.015","26.308","27.239","0.540","10.489","1.439","2.691","156.987","120.033"
"38","PC","Kyle Masson","236","1:59.474","8:20:48.971","Green","Track","5.560","5.772","24.473","15.037","26.534","26.914","0.518","10.655","1.402","2.609","163.654","123.201"
"31","P","Eric Curran","241","1:54.857","8:20:49.124","Green","Track","5.327","5.145","23.979","14.863","25.235","25.616","0.526","10.335","1.340","2.491","161.165","128.901"
"85","P","Misha Goikhberg","241","1:57.705","8:20:52.322","Green","Track","5.342","5.611","24.039","14.904","26.475","26.842","0.496","10.148","1.353","2.495","170.913","127.662"
"25","GTLM","Bill Auberlen","232","2:01.330","8:20:53.601","Green","Track","5.663","5.711","24.716","15.404","26.824","27.613","0.543","10.666","1.463","2.727","156.119","118.064"
"55","P","Jonathan Bomarito","217","1:58.657","8:20:53.903","Green","Track","5.391","5.683","24.256","14.914","26.452","27.016","0.508","10.573","1.353","2.511","166.875","127.662"
"66","GTLM","Dirk Mueller","233","2:01.763","8:20:54.685","Green","Track","5.689","5.651","24.577","15.511","27.424","27.595","0.539","10.629","1.445","2.703","157.278","119.534"
"68","GTLM","Billy Johnson","233","2:01.532","8:20:55.903","Green","Track","5.761","5.842","24.817","15.573","26.730","27.397","0.539","10.712","1.451","2.710","157.278","119.040"
"3","GTLM","Jan Magnussen","233","2:00.655","8:20:56.607","Green","Track","5.671","5.660","24.686","15.228","26.602","27.502","0.536","10.630","1.448","2.692","158.158","119.287"
"67","GTLM","Ryan Briscoe","233","2:00.689","8:20:57.091","Green","Track","5.729","5.693","24.461","15.303","26.619","27.492","0.534","10.704","1.448","2.706","158.750","119.287"
"62","GTLM","Toni Vilander","233","2:00.595","8:20:57.351","Green","Track","5.688","5.733","24.635","15.170","26.728","27.391","0.534","10.576","1.444","2.696","158.750","119.617"
"912","GTLM","Laurens Vanthoor","230","2:00.649","8:20:57.806","Green","Track","5.664","5.638","24.718","15.343","26.567","27.325","0.533","10.686","1.460","2.715","159.048","118.306"
"33","GTD","Mario Farnbacher","226","2:02.831","8:21:05.989","Green","Track","5.755","5.793","25.098","15.346","27.058","28.140","0.548","10.880","1.467","2.746","154.695","117.742"
