"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","SPS"
"14","GTD","Scott Pruett","13","2:10.784","23:25.751","Yellow","Pit","1.482","19.387","5.134","5.808","14.715","9.562","7.172","4.856","17.441","24.983","4.240","16.004","55.668"
"50","GTD","Cooper MacNeil","13","2:10.057","23:27.421","Yellow","Pit","1.373","21.958","4.840","4.900","13.995","9.392","7.458","5.029","17.013","25.407","3.756","14.936","60.087"
"96","GTD","Bret Curtis","13","2:10.816","23:29.038","Yellow","Pit","1.439","21.810","5.315","5.218","13.858","8.897","6.817","5.203","16.954","25.908","4.061","15.336","57.331"
"54","GTD","Jonathan Bennett","13","2:11.521","23:30.997","Yellow","Pit","1.324","21.867","5.644","5.337","13.173","8.924","6.785","4.953","17.391","25.906","4.674","15.543","62.311"
"2","P","Ryan Dalziel","13","2:34.004","23:32.358","Yellow","Track","0.000","0.000","0.000","0.000","15.369","11.687","7.165","5.037","12.665","18.139","1.696","5.137","0.000"
"85","P","Misha Goikhberg","13","2:07.216","23:37.859","Yellow","Track","0.000","0.000","0.000","0.000","12.613","8.452","7.450","4.469","11.806","17.993","1.669","5.093","0.000"
"10","P","Ricky Taylor","14","2:03.700","24:57.763","Green","Track","1.320","14.606","6.400","4.978","15.153","11.346","8.941","7.228","18.684","27.654","2.029","5.361","62.500"
"55","P","Tristan Nunez","14","2:03.323","24:57.979","Green","Track","1.223","15.002","6.337","5.256","14.793","11.425","8.670","7.224","19.028","27.097","1.933","5.335","67.457"
"5","P","Christian Fittipaldi","14","2:02.230","24:58.152","Green","Track","1.231","15.190","5.744","5.731","15.127","11.530","8.260","6.914","18.794","26.960","1.677","5.072","67.019"
"70","P","Tom Long","14","2:01.917","24:58.544","Green","Track","1.070","15.872","7.046","5.144","14.173","11.960","8.149","6.259","19.829","25.734","1.654","5.027","77.103"
"31","P","Eric Curran","14","1:59.846","24:59.099","Green","Track","0.980","15.227","6.102","5.092","14.083","12.503","8.399","5.912","19.551","25.326","1.631","5.040","84.184"
"52","P","Will Owen","14","1:59.945","25:00.338","Green","Track","0.997","15.022","6.016","4.901","14.087","12.457","8.701","5.702","19.370","25.870","1.721","5.101","82.748"
"912","GTLM","Laurens Vanthoor","14","1:59.856","25:01.381","Green","Track","0.995","14.936","6.004","4.894","13.898","12.436","8.984","5.518","19.646","25.361","1.702","5.482","82.915"
"25","GTLM","Bill Auberlen","14","1:58.936","25:02.045","Green","Track","1.262","14.864","5.738","4.912","13.237","12.786","8.881","5.309","20.015","24.663","1.734","5.535","65.372"
"4","GTLM","Oliver Gavin","14","1:58.476","25:02.551","Green","Track","1.337","15.019","6.956","4.914","12.926","11.813","9.094","5.422","19.784","24.008","1.719","5.484","61.705"
"48","GTD","Bryan Sellers","14","1:58.493","25:03.643","Green","Track","1.268","15.061","6.806","4.960","12.544","12.326","8.999","5.285","20.134","23.846","1.726","5.538","65.063"
"15","GTD","Jack Hawksworth","14","1:58.101","25:04.394","Green","Track","1.208","15.163","7.144","4.728","12.263","12.695","8.679","5.359","19.763","23.844","1.737","5.518","68.295"
"28","GTD","Daniel Morad","14","1:57.633","25:05.235","Green","Track","1.324","15.643","6.602","5.015","12.812","11.859","8.446","5.669","19.576","23.435","1.726","5.526","62.311"
"16","GTD","Corey Lewis","14","1:57.562","25:06.026","Green","Track","1.472","16.035","6.332","5.029","12.730","11.367","8.758","5.721","19.436","23.350","1.731","5.601","56.046"
"991","GTD","Jan Heylen","14","1:56.632","25:06.299","Green","Track","1.321","16.044","6.189","5.655","13.572","10.682","8.911","5.326","18.642","23.053","1.723","5.514","62.453"
"93","GTD","Katherine Legge","14","1:56.138","25:07.230","Green","Track","1.234","15.894","6.112","5.403","13.569","11.144","8.366","5.545","18.363","23.253","1.740","5.515","66.856"
"75","GTD","Boris Said","14","1:56.102","25:07.913","Green","Track","1.222","16.031","5.965","5.637","13.456","11.116","8.361","5.273","18.380","23.340","1.749","5.572","67.512"
"73","GTD","Patrick Lindsey","14","1:51.333","25:08.191","Green","Track","0.998","13.564","6.029","4.884","13.654","10.667","8.663","5.194","18.391","21.996","1.735","5.558","82.665"
"63","GTD","Christina Nielsen","14","1:53.832","25:08.276","Green","Track","0.891","14.796","5.687","5.648","13.708","10.663","8.612","5.328","17.943","23.227","1.786","5.543","92.593"
"2","P","Ryan Dalziel","14","1:36.081","25:08.439","Green","Track","0.598","7.171","3.531","4.585","11.923","8.828","7.735","5.048","18.546","21.453","1.634","5.029","137.960"
"85","P","Misha Goikhberg","14","1:31.369","25:09.228","Green","Track","0.585","6.668","3.154","4.373","11.414","8.235","6.730","4.717","17.995","20.799","1.657","5.042","141.026"
"24","GTLM","Martin Tomczyk","14","2:14.746","25:24.809","Green","Track","0.000","0.000","0.000","0.000","12.961","8.691","6.235","4.576","12.252","16.901","1.716","5.460","0.000"
"3","GTLM","Antonio Garcia","14","2:15.925","25:27.658","Green","Track","0.000","0.000","0.000","0.000","13.139","8.720","6.216","4.489","12.244","16.851","1.706","5.499","0.000"
"67","GTLM","Ryan Briscoe","14","2:21.011","25:31.996","Green","Track","0.000","0.000","0.000","0.000","13.620","8.803","6.671","4.949","12.544","17.195","1.752","5.519","0.000"
"66","GTLM","Dirk Mueller","14","2:19.830","25:35.708","Green","Track","0.000","0.000","0.000","0.000","14.766","9.638","6.908","4.556","12.264","16.740","1.737","5.526","0.000"
"14","GTD","Scott Pruett","14","2:11.426","25:37.177","Green","Track","0.000","0.000","0.000","0.000","13.436","9.520","7.123","4.502","12.626","17.414","1.755","5.584","0.000"
"911","GTLM","Dirk Werner","14","2:19.834","25:37.611","Green","Track","0.000","0.000","0.000","0.000","13.555","8.811","7.098","4.632","12.514","17.089","1.712","5.467","0.000"
"33","GTD","Ben Keating","14","2:21.207","25:40.293","Green","Track","0.000","0.000","0.000","0.000","13.765","9.140","6.621","4.685","12.598","18.113","1.696","5.524","0.000"
"50","GTD","Gunnar Jeannette","14","2:19.859","25:47.280","Green","Track","0.000","0.000","0.000","0.000","13.087","8.891","6.403","4.780","12.811","17.755","1.737","5.581","0.000"
"86","GTD","Oswaldo Negri Jr.","14","2:29.932","25:53.493","Green","Track","0.000","0.000","0.000","0.000","12.600","8.621","6.379","4.652","13.012","17.566","1.751","5.557","0.000"
"96","GTD","Bret Curtis","14","2:25.920","25:54.958","Green","Track","0.000","0.000","0.000","0.000","13.490","9.218","6.672","5.087","13.484","18.488","1.821","5.631","0.000"
"54","GTD","Jonathan Bennett","14","2:29.740","26:00.737","Green","Track","0.000","0.000","0.000","0.000","13.398","9.244","6.607","4.803","13.128","18.362","1.800","5.640","0.000"
"10","P","Ricky Taylor","15","1:17.320","26:15.083","Green","Track","0.602","6.666","2.981","4.486","11.092","7.670","5.673","4.096","11.186","16.220","1.621","5.027","137.043"
"55","P","Tristan Nunez","15","1:17.694","26:15.673","Green","Track","0.591","6.549","2.938","4.727","11.176","7.721","5.812","4.144","11.199","16.150","1.659","5.028","139.594"
"5","P","Christian Fittipaldi","15","1:18.358","26:16.510","Green","Track","0.587","6.587","2.995","4.673","11.546","7.836","5.858","4.110","11.301","16.215","1.616","5.034","140.545"
"70","P","Tom Long","15","1:18.508","26:17.052","Green","Track","0.582","6.535","3.172","4.455","11.613","7.825","5.901","4.260","11.380","16.136","1.639","5.010","141.753"
"31","P","Eric Curran","15","1:18.667","26:17.766","Green","Track","0.586","6.574","3.319","4.372","11.399","7.872","5.850","4.122","11.407","16.481","1.637","5.048","140.785"
"52","P","Will Owen","15","1:19.069","26:19.407","Green","Track","0.585","6.562","3.242","4.295","11.626","7.936","5.668","4.230","11.451","16.657","1.711","5.106","141.026"
"912","GTLM","Laurens Vanthoor","15","1:19.504","26:20.885","Green","Track","0.643","7.134","3.058","4.251","11.031","7.919","5.816","4.325","11.858","16.332","1.677","5.460","128.305"
"25","GTLM","Bill Auberlen","15","1:19.838","26:21.883","Green","Track","0.641","7.126","3.090","4.329","11.207","8.019","5.843","4.467","11.757","16.179","1.719","5.461","128.705"
"4","GTLM","Oliver Gavin","15","1:20.299","26:22.850","Green","Track","0.639","7.144","3.192","4.386","11.260","8.043","5.840","4.377","11.874","16.391","1.701","5.452","129.108"
"48","GTD","Bryan Sellers","15","1:21.684","26:25.327","Green","Track","0.642","7.099","3.073","4.445","11.496","8.271","6.090","4.415","12.244","16.673","1.723","5.513","128.505"
"15","GTD","Jack Hawksworth","15","1:21.712","26:26.106","Green","Track","0.642","7.144","3.068","4.444","11.503","8.158","6.045","4.452","12.160","16.837","1.743","5.516","128.505"
"28","GTD","Daniel Morad","15","1:21.300","26:26.535","Green","Track","0.644","7.187","3.060","4.427","11.496","8.151","5.944","4.436","12.120","16.641","1.705","5.489","128.106"
"16","GTD","Corey Lewis","15","1:21.320","26:27.346","Green","Track","0.654","7.249","3.013","4.575","11.384","8.177","5.915","4.413","12.105","16.578","1.712","5.545","126.147"
"991","GTD","Jan Heylen","15","1:21.514","26:27.813","Green","Track","0.643","7.123","3.052","4.641","11.586","8.160","6.002","4.449","12.084","16.556","1.714","5.504","128.305"
"93","GTD","Katherine Legge","15","1:21.813","26:29.043","Green","Track","0.644","7.120","3.218","4.403","11.493","8.310","6.012","4.488","12.174","16.737","1.713","5.501","128.106"
"75","GTD","Boris Said","15","1:23.593","26:31.506","Green","Track","0.651","7.255","3.132","4.704","11.788","8.310","6.382","4.511","12.478","17.035","1.767","5.580","126.728"
"73","GTD","Patrick Lindsey","15","1:24.169","26:32.360","Green","Track","0.645","7.116","2.943","4.939","12.016","8.242","6.279","4.490","12.339","17.827","1.767","5.566","127.907"
"85","P","Misha Goikhberg","15","1:23.157","26:32.385","Green","Track","0.579","6.511","3.069","5.147","12.358","8.773","6.671","4.249","11.748","17.304","1.671","5.077","142.487"
"2","P","Ryan Dalziel","15","1:24.358","26:32.797","Green","Track","0.638","7.138","3.344","4.908","12.916","8.386","6.679","4.125","12.233","17.336","1.634","5.021","129.310"
"63","GTD","Christina Nielsen","15","1:27.033","26:35.309","Green","Track","0.641","7.143","3.122","5.080","12.432","8.823","6.683","4.623","13.094","18.113","1.747","5.532","128.705"
"24","GTLM","Martin Tomczyk","15","1:20.114","26:44.923","Green","Track","0.637","7.078","3.111","4.253","11.212","8.015","5.892","4.353","11.980","16.377","1.730","5.476","129.513"
"3","GTLM","Antonio Garcia","15","1:20.259","26:47.917","Green","Track","0.645","7.206","3.267","4.373","11.073","7.987","5.843","4.411","11.951","16.294","1.717","5.492","127.907"
"67","GTLM","Ryan Briscoe","15","1:20.979","26:52.975","Green","Track","0.644","7.192","3.440","4.451","11.402","7.951","5.926","4.360","11.998","16.363","1.733","5.519","128.106"
"66","GTLM","Dirk Mueller","15","1:21.596","26:57.304","Green","Track","0.648","7.208","3.090","4.234","11.339","8.141","6.181","4.454","12.348","16.644","1.759","5.550","127.315"
"911","GTLM","Dirk Werner","15","1:21.788","26:59.399","Green","Track","0.639","7.074","3.179","4.421","11.717","8.175","6.000","4.393","12.299","16.664","1.733","5.494","129.108"
"14","GTD","Scott Pruett","15","1:23.086","27:00.263","Green","Track","0.648","7.191","3.100","4.425","11.727","8.196","6.008","4.447","12.384","17.639","1.763","5.558","127.315"
"33","GTD","Ben Keating","15","1:22.556","27:02.849","Green","Track","0.647","7.236","3.000","4.507","11.668","8.277","6.071","4.521","12.327","17.034","1.726","5.542","127.512"
"50","GTD","Gunnar Jeannette","15","1:22.099","27:09.379","Green","Track","0.648","7.277","3.041","4.402","11.637","8.212","6.105","4.417","12.273","16.820","1.713","5.554","127.315"
"86","GTD","Oswaldo Negri Jr.","15","1:23.683","27:17.176","Green","Track","0.650","7.215","3.195","4.497","12.294","8.312","6.115","4.575","12.390","17.174","1.723","5.543","126.923"
"96","GTD","Bret Curtis","15","1:26.509","27:21.467","Green","Track","0.652","7.230","3.483","4.748","12.419","8.637","6.284","4.603","12.886","18.157","1.799","5.611","126.534"
"57","GTD","Andrew Davis","14","3:57.189","27:22.274","Green","Track","0.000","0.000","0.000","0.000","13.795","9.207","6.778","4.697","12.963","19.099","1.781","5.672","0.000"
"54","GTD","Jonathan Bennett","15","1:25.218","27:25.955","Green","Track","0.656","7.228","3.154","4.647","12.295","8.637","6.260","4.644","12.583","17.649","1.816","5.649","125.762"
"10","P","Ricky Taylor","16","1:15.931","27:31.014","Green","Track","0.587","6.553","2.861","4.072","10.774","7.574","5.638","4.127","11.142","15.970","1.618","5.015","140.545"
"55","P","Tristan Nunez","16","1:16.116","27:31.789","Green","Track","0.583","6.556","2.919","4.077","10.780","7.587","5.646","4.169","11.170","15.935","1.669","5.025","141.509"
"5","P","Christian Fittipaldi","16","1:16.038","27:32.548","Green","Track","0.587","6.553","2.887","4.121","10.790","7.706","5.744","4.054","11.144","15.836","1.607","5.009","140.545"
"70","P","Tom Long","16","1:16.345","27:33.397","Green","Track","0.583","6.511","2.857","4.163","10.960","7.612","5.685","4.140","11.318","15.906","1.613","4.997","141.509"
"31","P","Eric Curran","16","1:16.460","27:34.226","Green","Track","0.589","6.554","2.976","4.121","10.823","7.717","5.710","4.067","11.191","16.063","1.619","5.030","140.068"
"52","P","Will Owen","16","1:17.223","27:36.630","Green","Track","0.587","6.524","2.941","4.096","11.126","7.785","5.602","4.125","11.306","16.354","1.688","5.089","140.545"
"912","GTLM","Laurens Vanthoor","16","1:18.765","27:39.650","Green","Track","0.642","7.095","2.989","4.107","10.929","7.889","5.707","4.435","11.834","15.997","1.686","5.455","128.505"
"25","GTLM","Bill Auberlen","16","1:18.696","27:40.579","Green","Track","0.637","7.062","2.965","4.190","10.930","7.876","5.721","4.453","11.673","15.997","1.728","5.464","129.513"
"4","GTLM","Oliver Gavin","16","1:18.785","27:41.635","Green","Track","0.638","7.084","2.988","4.152","10.962","7.899","5.688","4.381","11.813","16.045","1.692","5.443","129.310"
"48","GTD","Bryan Sellers","16","1:20.920","27:46.247","Green","Track","0.640","7.065","2.964","4.277","11.349","8.091","5.992","4.402","12.242","16.657","1.727","5.514","128.906"
"15","GTD","Jack Hawksworth","16","1:20.748","27:46.854","Green","Track","0.642","7.121","2.934","4.290","11.377","8.098","5.966","4.439","12.070","16.557","1.742","5.512","128.505"
"28","GTD","Daniel Morad","16","1:20.992","27:47.527","Green","Track","0.641","7.150","3.016","4.297","11.419","8.143","5.932","4.428","12.072","16.669","1.717","5.508","128.705"
"16","GTD","Corey Lewis","16","1:21.006","27:48.352","Green","Track","0.648","7.182","2.904","4.528","11.331","8.152","5.965","4.477","12.015","16.529","1.721","5.554","127.315"
"991","GTD","Jan Heylen","16","1:21.378","27:49.191","Green","Track","0.643","7.106","2.981","4.398","11.530","8.348","6.033","4.373","12.144","16.556","1.737","5.529","128.305"
"93","GTD","Katherine Legge","16","1:21.203","27:50.246","Green","Track","0.642","7.134","3.067","4.300","11.432","8.125","5.974","4.429","12.093","16.782","1.722","5.503","128.505"
"85","P","Misha Goikhberg","16","1:17.924","27:50.309","Green","Track","0.583","6.461","2.929","4.317","11.170","7.868","5.789","4.100","11.166","16.877","1.638","5.026","141.509"
"2","P","Ryan Dalziel","16","1:18.321","27:51.118","Green","Track","0.580","6.452","3.190","4.463","11.609","7.932","5.880","4.145","11.217","16.274","1.595","4.984","142.241"
"75","GTD","Boris Said","16","1:22.494","27:54.000","Green","Track","0.651","7.250","3.145","4.506","11.738","8.336","6.155","4.462","12.262","16.691","1.741","5.557","126.728"
"73","GTD","Patrick Lindsey","16","1:22.357","27:54.717","Green","Track","0.648","7.259","3.186","4.448","11.698","8.237","6.069","4.511","12.167","16.768","1.788","5.578","127.315"
"63","GTD","Christina Nielsen","16","1:22.054","27:57.363","Green","Track","0.646","7.163","2.996","4.493","11.705","8.203","6.030","4.414","12.235","16.969","1.716","5.484","127.709"
"24","GTLM","Martin Tomczyk","16","1:19.809","28:04.732","Green","Track","0.636","7.047","3.144","4.246","11.178","8.080","5.894","4.358","11.865","16.210","1.703","5.448","129.717"
"3","GTLM","Antonio Garcia","16","1:19.531","28:07.448","Green","Track","0.643","7.157","3.192","4.348","10.984","8.004","5.806","4.339","11.824","16.038","1.718","5.478","128.305"
"67","GTLM","Ryan Briscoe","16","1:20.186","28:13.161","Green","Track","0.645","7.181","3.326","4.278","11.143","8.023","5.998","4.366","11.863","16.121","1.733","5.509","127.907"
"66","GTLM","Dirk Mueller","16","1:19.596","28:16.900","Green","Track","0.647","7.213","3.078","4.142","11.153","7.939","5.740","4.339","11.958","16.121","1.745","5.521","127.512"
"911","GTLM","Dirk Werner","16","1:20.642","28:20.041","Green","Track","0.641","7.094","3.155","4.280","11.267","8.026","5.818","4.419","12.069","16.734","1.689","5.450","128.705"
"14","GTD","Scott Pruett","16","1:22.095","28:22.358","Green","Track","0.650","7.189","3.071","4.411","11.646","8.155","5.950","4.471","12.208","16.998","1.770","5.576","126.923"
"33","GTD","Ben Keating","16","1:21.992","28:24.841","Green","Track","0.648","7.225","2.986","4.529","11.413","8.121","6.022","4.393","12.131","17.286","1.719","5.519","127.315"
"50","GTD","Gunnar Jeannette","16","1:21.356","28:30.735","Green","Track","0.651","7.275","3.011","4.309","11.427","8.206","6.012","4.365","12.108","16.791","1.695","5.506","126.728"
"86","GTD","Oswaldo Negri Jr.","16","1:21.777","28:38.953","Green","Track","0.649","7.217","3.069","4.362","11.471","8.125","6.021","4.456","12.363","16.753","1.740","5.551","127.119"
"96","GTD","Bret Curtis","16","1:24.957","28:46.424","Green","Track","0.650","7.226","3.324","4.760","12.265","8.417","6.248","4.552","12.564","17.553","1.796","5.602","126.923"
"57","GTD","Andrew Davis","15","1:24.722","28:46.996","Green","Track","0.658","7.290","3.148","4.682","12.080","8.409","6.348","4.514","12.545","17.674","1.750","5.624","125.380"
"10","P","Ricky Taylor","17","1:16.195","28:47.209","Green","Track","0.585","6.526","2.863","4.048","10.867","7.630","5.664","4.111","11.220","16.036","1.627","5.018","141.026"
"55","P","Tristan Nunez","17","1:15.867","28:47.656","Green","Track","0.582","6.539","2.922","4.088","10.772","7.563","5.598","4.171","11.062","15.930","1.644","4.996","141.753"
"5","P","Christian Fittipaldi","17","1:17.015","28:49.563","Green","Track","0.585","6.529","2.899","4.162","10.840","7.641","5.658","4.095","11.306","16.624","1.634","5.042","141.026"
"70","P","Tom Long","17","1:17.202","28:50.599","Green","Track","0.582","6.519","2.868","4.177","10.923","7.619","5.645","4.077","11.178","16.717","1.757","5.140","141.753"
"31","P","Eric Curran","17","1:16.572","28:50.798","Green","Track","0.588","6.546","2.917","4.082","10.729","7.692","5.682","4.023","11.044","16.335","1.670","5.264","140.306"
"54","GTD","Jonathan Bennett","16","1:25.072","28:51.027","Green","Track","0.654","7.222","3.051","4.547","11.870","8.452","6.231","4.476","12.579","18.496","1.815","5.679","126.147"
"52","P","Will Owen","17","1:16.984","28:53.614","Green","Track","0.586","6.517","2.878","4.065","11.071","7.815","5.658","4.100","11.290","16.265","1.678","5.061","140.785"
"912","GTLM","Laurens Vanthoor","17","1:18.288","28:57.938","Green","Track","0.641","7.091","2.954","4.140","10.864","7.780","5.717","4.330","11.734","15.902","1.685","5.450","128.705"
"25","GTLM","Bill Auberlen","17","1:18.709","28:59.288","Green","Track","0.636","7.052","2.972","4.183","10.944","7.945","5.762","4.435","11.642","15.920","1.742","5.476","129.717"
"4","GTLM","Oliver Gavin","17","1:18.704","29:00.339","Green","Track","0.637","7.086","2.963","4.093","10.987","7.863","5.720","4.351","11.783","16.077","1.696","5.448","129.513"
"48","GTD","Bryan Sellers","17","1:20.740","29:06.987","Green","Track","0.640","7.076","2.960","4.315","11.408","8.103","5.925","4.421","12.123","16.546","1.715","5.508","128.906"
"15","GTD","Jack Hawksworth","17","1:21.010","29:07.864","Green","Track","0.642","7.120","2.960","4.320","11.427","8.086","5.925","4.528","12.135","16.594","1.748","5.525","128.505"
"28","GTD","Daniel Morad","17","1:20.854","29:08.381","Green","Track","0.643","7.170","3.003","4.246","11.446","8.150","5.918","4.428","12.034","16.562","1.728","5.526","128.305"
"16","GTD","Corey Lewis","17","1:20.691","29:09.043","Green","Track","0.647","7.182","2.976","4.297","11.233","8.199","5.945","4.393","12.028","16.495","1.724","5.572","127.512"
"85","P","Misha Goikhberg","17","1:18.772","29:09.081","Green","Track","0.580","6.427","2.969","4.368","11.634","8.036","6.229","4.103","11.317","16.470","1.621","5.018","142.241"
"2","P","Ryan Dalziel","17","1:18.468","29:09.586","Green","Track","0.579","6.430","3.337","4.594","11.475","7.903","5.852","4.127","11.341","16.243","1.600","4.987","142.487"
"991","GTD","Jan Heylen","17","1:21.835","29:11.026","Green","Track","0.645","7.138","2.961","4.352","11.628","8.146","6.146","4.449","12.406","16.673","1.748","5.543","127.907"
"93","GTD","Katherine Legge","17","1:21.862","29:12.108","Green","Track","0.641","7.116","3.218","4.394","11.505","8.257","6.191","4.386","12.209","16.694","1.734","5.517","128.705"
"75","GTD","Boris Said","17","1:21.541","29:15.541","Green","Track","0.650","7.219","3.002","4.294","11.616","8.245","5.891","4.504","12.220","16.596","1.748","5.556","126.923"
"73","GTD","Patrick Lindsey","17","1:21.223","29:15.940","Green","Track","0.648","7.184","3.031","4.322","11.425","8.084","5.926","4.410","12.127","16.797","1.740","5.529","127.315"
"63","GTD","Christina Nielsen","17","1:21.430","29:18.793","Green","Track","0.641","7.137","2.927","4.447","11.587","8.175","5.901","4.526","12.094","16.783","1.722","5.490","128.705"
"24","GTLM","Martin Tomczyk","17","1:19.158","29:23.890","Green","Track","0.634","7.032","3.038","4.178","11.071","8.011","5.781","4.348","11.816","16.104","1.706","5.439","130.126"
"3","GTLM","Antonio Garcia","17","1:18.848","29:26.296","Green","Track","0.641","7.135","3.114","4.209","10.936","7.964","5.694","4.325","11.753","15.920","1.701","5.456","128.705"
"67","GTLM","Ryan Briscoe","17","1:19.709","29:32.870","Green","Track","0.642","7.179","3.215","4.195","10.999","7.963","5.913","4.428","11.907","16.022","1.733","5.513","128.505"
"66","GTLM","Dirk Mueller","17","1:19.486","29:36.386","Green","Track","0.645","7.182","3.101","4.166","11.064","7.898","5.847","4.307","11.921","16.064","1.761","5.530","127.907"
"911","GTLM","Dirk Werner","17","1:19.649","29:39.690","Green","Track","0.640","7.077","3.094","4.153","11.166","7.983","5.778","4.370","11.948","16.288","1.696","5.456","128.906"
"14","GTD","Scott Pruett","17","1:21.749","29:44.107","Green","Track","0.648","7.183","3.100","4.402","11.576","8.128","5.956","4.452","12.174","16.831","1.754","5.545","127.315"
"33","GTD","Ben Keating","17","1:21.429","29:46.270","Green","Track","0.647","7.222","2.986","4.376","11.427","8.127","5.972","4.417","12.138","16.897","1.704","5.516","127.512"
"50","GTD","Gunnar Jeannette","17","1:20.962","29:51.697","Green","Track","0.646","7.226","2.888","4.276","11.399","8.079","5.957","4.430","12.187","16.655","1.709","5.510","127.709"
"86","GTD","Oswaldo Negri Jr.","17","1:21.441","30:00.394","Green","Track","0.648","7.218","3.039","4.312","11.435","8.176","5.881","4.484","12.237","16.729","1.737","5.545","127.315"
"10","P","Ricky Taylor","18","1:15.998","30:03.207","Green","Track","0.585","6.565","2.902","4.179","10.929","7.659","5.581","4.116","11.221","15.653","1.608","5.000","141.026"
"55","P","Tristan Nunez","18","1:17.266","30:04.922","Green","Track","0.580","6.489","3.002","4.625","11.661","7.583","5.610","4.189","11.068","15.780","1.649","5.030","142.241"
"5","P","Christian Fittipaldi","18","1:17.222","30:06.785","Green","Track","0.588","6.529","2.978","4.247","11.221","8.250","5.746","4.128","11.168","15.724","1.622","5.021","140.306"
"70","P","Tom Long","18","1:17.942","30:08.541","Green","Track","0.593","6.587","2.948","4.138","11.153","7.894","6.162","4.246","11.639","15.928","1.637","5.017","139.123"
"31","P","Eric Curran","18","1:18.186","30:08.984","Green","Track","0.593","6.548","3.092","4.257","11.145","7.874","5.983","4.188","11.685","16.202","1.606","5.013","139.123"
"96","GTD","Bret Curtis","17","1:26.384","30:12.808","Green","Track","0.650","7.228","3.150","4.632","12.636","8.587","6.386","4.560","13.478","17.708","1.779","5.590","126.923"
"57","GTD","Andrew Davis","16","1:26.302","30:13.298","Green","Track","0.655","7.263","3.186","4.746","12.141","9.251","6.544","4.449","12.787","17.920","1.743","5.617","125.954"
"52","P","Will Owen","18","1:19.785","30:13.399","Green","Track","0.582","6.481","2.875","4.051","11.397","8.197","5.689","4.155","11.448","18.164","1.678","5.068","141.753"
"912","GTLM","Laurens Vanthoor","18","1:18.535","30:16.473","Green","Track","0.640","7.084","2.986","4.100","10.825","7.848","5.723","4.312","11.853","16.035","1.675","5.454","128.906"
"54","GTD","Jonathan Bennett","17","1:25.523","30:16.550","Green","Track","0.656","7.204","3.167","4.579","11.936","8.810","6.259","4.587","12.925","17.937","1.798","5.665","125.762"
"25","GTLM","Bill Auberlen","18","1:18.655","30:17.943","Green","Track","0.635","7.065","2.908","4.123","10.932","7.896","5.706","4.462","11.766","15.969","1.733","5.460","129.921"
"4","GTLM","Oliver Gavin","18","1:18.544","30:18.883","Green","Track","0.637","7.076","2.940","4.120","11.013","7.889","5.751","4.332","11.693","15.993","1.683","5.417","129.513"
"85","P","Misha Goikhberg","18","1:17.940","30:27.021","Green","Track","0.578","6.441","2.906","4.361","11.404","7.889","5.981","4.232","11.145","16.305","1.639","5.059","142.734"
"2","P","Ryan Dalziel","18","1:18.479","30:28.065","Green","Track","0.578","6.487","3.117","4.422","11.458","7.827","5.864","4.095","11.395","16.659","1.590","4.987","142.734"
"48","GTD","Bryan Sellers","18","1:21.167","30:28.154","Green","Track","0.640","7.083","2.916","4.262","11.391","8.126","6.027","4.411","12.194","16.883","1.718","5.516","128.906"
"15","GTD","Jack Hawksworth","18","1:21.825","30:29.689","Green","Track","0.641","7.141","2.973","4.319","11.476","8.069","6.415","4.518","12.422","16.589","1.740","5.522","128.705"
"28","GTD","Daniel Morad","18","1:22.021","30:30.402","Green","Track","0.642","7.179","3.169","4.484","11.512","8.213","6.108","4.419","12.407","16.602","1.746","5.540","128.505"
"16","GTD","Corey Lewis","18","1:21.881","30:30.924","Green","Track","0.649","7.221","3.251","4.393","11.707","8.189","5.941","4.454","12.134","16.654","1.730","5.558","127.119"
"991","GTD","Jan Heylen","18","1:21.055","30:32.081","Green","Track","0.645","7.155","2.930","4.261","11.525","8.241","5.992","4.453","11.971","16.582","1.751","5.549","127.907"
"93","GTD","Katherine Legge","18","1:20.876","30:32.984","Green","Track","0.647","7.137","2.982","4.160","11.364","8.218","6.007","4.462","12.113","16.534","1.733","5.519","127.512"
"75","GTD","Boris Said","18","1:21.286","30:36.827","Green","Track","0.649","7.234","3.063","4.325","11.430","8.165","5.945","4.480","12.243","16.464","1.743","5.545","127.119"
"73","GTD","Patrick Lindsey","18","1:21.600","30:37.540","Green","Track","0.644","7.170","2.985","4.469","11.534","8.149","5.993","4.469","12.156","16.740","1.745","5.546","128.106"
"63","GTD","Christina Nielsen","18","1:21.132","30:39.925","Green","Track","0.642","7.153","2.914","4.372","11.550","8.150","5.964","4.381","12.022","16.773","1.716","5.495","128.505"
"24","GTLM","Martin Tomczyk","18","1:18.996","30:42.886","Green","Track","0.636","7.052","2.965","4.172","11.058","7.963","5.773","4.377","11.864","15.985","1.696","5.455","129.717"
"3","GTLM","Antonio Garcia","18","1:18.648","30:44.944","Green","Track","0.640","7.129","3.042","4.180","10.932","7.966","5.666","4.347","11.755","15.834","1.704","5.453","128.906"
"67","GTLM","Ryan Briscoe","18","1:19.869","30:52.739","Green","Track","0.644","7.167","3.287","4.456","11.188","8.003","5.815","4.405","11.723","15.945","1.732","5.504","128.106"
