"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SP4"
"22","P","Luis Felipe Derani","1","1:16:55.220","1:16:55.220","Green","Track","0.000","5.816","23.395","21.031","7.072","0.528","18.122","0.808","163.998"
"13","P","Mathias Beche","1","1:17:01.584","1:17:01.584","Green","Track","0.000","5.765","25.416","21.787","7.087","0.525","18.522","0.867","164.935"
"52","P","Olivier Pla","1","1:17:11.227","1:17:11.227","Green","Track","0.000","7.667","26.388","22.530","7.213","0.562","19.883","0.838","154.076"
"6","P","Helio Castroneves","1","1:17:35.898","1:17:35.898","Green","Track","0.000","6.191","24.969","33.766","7.931","0.544","18.290","0.826","159.174"
"10","P","Ricky Taylor","2","1:15.038","1:17:44.733","Green","Track","5.229","3.784","19.674","20.055","7.026","0.518","17.935","0.817","167.164"
"90","P","Renger Van Der Zande","1","1:17:46.972","1:17:46.972","Green","Track","0.000","5.780","25.203","21.960","7.459","0.657","19.742","0.850","131.797"
"85","P","Misha Goikhberg","2","1:16.146","1:17:53.416","Green","Track","5.313","3.702","19.901","20.253","7.004","0.517","18.637","0.819","167.487"
"2","P","Brendon Hartley","2","1:15.610","1:18:00.586","Green","Track","5.404","3.999","20.222","19.966","6.897","0.511","17.798","0.813","169.454"
"22","P","Luis Felipe Derani","2","1:12.303","1:18:07.523","Green","Track","5.036","3.492","18.655","19.556","6.889","0.511","17.357","0.807","169.454"
"13","P","Mathias Beche","2","1:14.708","1:18:16.292","Green","Track","5.268","3.843","19.746","19.891","6.972","0.516","17.653","0.819","167.812"
"52","P","Olivier Pla","2","1:16.331","1:18:27.558","Green","Track","5.240","3.869","20.226","19.973","7.268","0.554","18.375","0.826","156.301"
"6","P","Helio Castroneves","2","1:13.751","1:18:49.649","Green","Track","5.119","3.761","19.045","20.026","6.917","0.509","17.564","0.810","170.120"
"10","P","Ricky Taylor","3","1:12.856","1:18:57.589","Green","Track","5.024","3.539","18.966","19.602","7.010","0.517","17.381","0.817","167.487"
"90","P","Renger Van Der Zande","2","1:16.631","1:19:03.603","Green","Track","5.335","3.838","20.445","20.312","6.989","0.523","18.365","0.824","165.566"
"5","P","Christian Fittipaldi","1","1:19:04.781","1:19:04.781","Green","Track","0.000","5.441","26.070","21.737","7.739","0.550","19.025","0.834","157.438"
"85","P","Misha Goikhberg","3","1:13.606","1:19:07.022","Green","Track","5.077","3.541","19.052","19.903","6.913","0.510","17.793","0.817","169.786"
"2","P","Brendon Hartley","3","1:12.448","1:19:13.034","Green","Track","5.037","3.506","18.924","19.481","6.858","0.509","17.324","0.809","170.120"
"22","P","Luis Felipe Derani","3","1:13.631","1:19:21.154","Green","Track","4.960","3.409","18.532","20.507","7.091","0.518","17.811","0.803","167.164"
"13","P","Mathias Beche","3","1:12.395","1:19:28.687","Green","Track","5.048","3.580","18.554","19.512","6.918","0.509","17.459","0.815","170.120"
"52","P","Olivier Pla","3","1:12.419","1:19:39.977","Green","Track","5.024","3.409","18.655","19.526","6.956","0.515","17.512","0.822","168.138"
"31","P","Eric Curran","1","1:19:56.010","1:19:56.010","Green","Track","0.000","6.108","24.794","21.791","7.331","0.559","19.167","0.864","154.903"
"6","P","Helio Castroneves","3","1:11.672","1:20:01.321","Green","Track","4.993","3.585","18.392","19.448","6.875","0.506","17.070","0.803","171.128"
"10","P","Ricky Taylor","4","1:12.884","1:20:10.473","Green","Track","5.041","3.506","18.724","19.636","7.019","0.517","17.621","0.820","167.487"
"90","P","Renger Van Der Zande","3","1:13.492","1:20:17.095","Green","Track","5.102","3.506","18.994","19.836","6.983","0.520","17.733","0.818","166.521"
"85","P","Misha Goikhberg","4","1:12.906","1:20:19.928","Green","Track","5.061","3.452","18.740","19.764","6.887","0.509","17.682","0.811","170.120"
"5","P","Christian Fittipaldi","2","1:17.771","1:20:22.552","Green","Track","5.175","3.768","19.796","22.086","7.153","0.578","18.391","0.824","149.811"
"2","P","Brendon Hartley","4","1:11.499","1:20:24.533","Green","Track","4.960","3.372","18.344","19.376","6.867","0.509","17.266","0.805","170.120"
