"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","SP5","SPI"
"24","MPC","Tim George","8","2:21.291","18:39.265","Green","Track","6.423","6.600","30.486","17.698","31.449","31.446","0.613","11.989","1.585","3.002","138.292","108.976"
"44","LMP3","Gary Gibson","7","2:09.833","18:45.125","Green","Track","5.941","6.210","25.985","15.498","30.633","29.291","0.565","11.399","1.513","2.798","150.040","114.162"
"51","LMP3","Rob Hodes","7","5:21.198","18:58.761","Green","Pit","5.787","6.663","27.474","15.778","28.245","28.462","0.561","13.243","4.069","190.916","151.110","42.450"
"86","MPC","Dave House","7","2:08.395","19:00.236","Green","Track","6.203","5.850","25.903","16.063","27.939","29.880","0.618","11.461","1.554","2.924","137.173","111.150"
"74","LMP3","Anthony Simone","7","3:23.517","19:02.436","Green","Pit","5.681","5.824","25.043","14.998","26.374","27.369","0.540","11.386","3.095","83.207","156.987","55.808"
"33","LMP3","Lance Willsey","9","2:03.539","19:16.234","Green","Track","5.915","5.798","25.439","15.628","26.733","28.169","0.567","11.024","1.487","2.779","149.511","116.158"
"11","MPC","Robert Masson","7","2:06.822","19:22.736","Green","Track","6.280","5.765","26.004","16.136","27.593","29.073","0.616","10.903","1.537","2.915","137.618","112.379"
"75","LMP3","Cameron Cassels","9","2:05.880","19:23.602","Green","Track","5.963","6.286","25.650","15.779","27.740","28.324","0.572","11.339","1.476","2.751","148.204","117.024"
"30","LMP3","Michael Whelden","8","2:01.307","19:23.846","Green","Track","5.837","5.784","25.047","15.267","26.540","27.368","0.549","10.772","1.444","2.699","154.413","119.617"
"25","LMP3","Kenton Koch","8","4:01.902","19:35.055","Green","Track","120.803","9.524","25.834","15.536","26.865","27.713","0.567","10.849","1.458","2.753","149.511","118.469"
"7","LMP3","Pato O'Ward","7","2:02.338","19:47.110","Green","Track","5.791","5.746","25.020","15.567","27.006","27.787","0.559","10.640","1.473","2.749","151.651","117.262"
